"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
8.507204167E0,8.621807098E-1,-4.506199646E1,8.155296326E0,4.580213684E1
8.517193167E0,8.980865479E-1,-4.493780136E1,8.134574890E0,4.567695107E1
8.527182167E0,1.071271896E0,-4.493788910E1,8.170669556E0,4.568721201E1
8.537171292E0,1.310237885E0,-4.504037094E1,8.305526733E0,4.581848439E1
8.547160292E0,1.402799606E0,-4.480638504E1,8.136970520E0,4.556084148E1
8.557149292E0,1.474567413E0,-4.481730270E1,7.946166992E0,4.554016404E1
8.567138292E0,1.765752792E0,-4.466201401E1,8.165100098E0,4.543657379E1
8.577126292E0,1.883361816E0,-4.480179596E1,8.081047058E0,4.556370589E1
8.587115292E0,2.035524368E0,-4.453889084E1,8.153030396E0,4.532469593E1
8.597104292E0,2.205129623E0,-4.467139053E1,8.437622070E0,4.551471405E1
8.607093292E0,2.393255234E0,-4.447105789E1,8.210479736E0,4.528592097E1
8.617082292E0,2.682060242E0,-4.439088821E1,8.235313416E0,4.522792048E1
8.627071292E0,2.742488861E0,-4.418567657E1,7.969032288E0,4.498222688E1
8.637060292E0,2.770156860E0,-4.400204086E1,8.211517334E0,4.484732306E1
8.647049292E0,2.996603012E0,-4.373676300E1,8.406478882E0,4.463802140E1
8.657038292E0,3.106855392E0,-4.344035721E1,8.604110718E0,4.439310652E1
8.667027292E0,3.242579460E0,-4.316623306E1,8.544578552E0,4.412309850E1
8.677016292E0,3.459493637E0,-4.320011902E1,8.338134766E0,4.413323998E1
8.687005292E0,3.583374023E0,-4.323018265E1,8.237335205E0,4.415362898E1
8.696994292E0,3.754219055E0,-4.306601715E1,8.087425232E0,4.397934107E1
8.706982292E0,3.630151749E0,-4.310328293E1,7.917991638E0,4.397460168E1
8.716971292E0,3.672475815E0,-4.310169601E1,7.959213257E0,4.398400111E1
8.726960292E0,3.662329674E0,-4.302502823E1,8.151359558E0,4.394326314E1
8.736949292E0,3.634312630E0,-4.285304642E1,8.248863220E0,4.379081593E1
8.746938292E0,3.662995338E0,-4.256998444E1,8.287086487E0,4.352352137E1
8.756927292E0,3.632188797E0,-4.244080353E1,8.423522949E0,4.342085142E1
8.766916292E0,3.619097710E0,-4.234779739E1,8.399238586E0,4.332413901E1
8.776905292E0,3.635370255E0,-4.229915619E1,8.467063904E0,4.329117349E1
8.786894292E0,3.620188713E0,-4.209569931E1,8.548080444E0,4.310711480E1
8.796883292E0,3.799780846E0,-4.182985687E1,8.789855957E0,4.291196603E1
8.806872292E0,3.851942062E0,-4.183344650E1,8.639739990E0,4.288962358E1
8.816861292E0,4.100051880E0,-4.179652405E1,8.845199585E0,4.291849722E1
8.826850292E0,4.217648506E0,-4.175654221E1,9.173072815E0,4.295977934E1
8.836838292E0,4.477569580E0,-4.166179657E1,9.505859375E0,4.296644371E1
8.846827292E0,4.773860931E0,-4.157262039E1,9.575996399E0,4.292752289E1
8.856816292E0,5.152297974E0,-4.163953400E1,9.888458252E0,4.310659546E1
8.866805292E0,5.435424805E0,-4.181118393E1,1.048043060E1,4.344603975E1
8.876794292E0,5.657573700E0,-4.196193695E1,1.129829407E1,4.382309598E1
8.886783292E0,5.953899384E0,-4.259533310E1,1.182705688E1,4.460594797E1
8.896772292E0,6.398169518E0,-4.297109985E1,1.237493896E1,4.517290239E1
8.906761292E0,6.420223236E0,-4.361302948E1,1.281061554E1,4.590672584E1
8.916750292E0,6.468853951E0,-4.415206909E1,1.314947510E1,4.652053280E1
8.926739292E0,6.306674004E0,-4.484713745E1,1.312553406E1,4.715208923E1
8.936728292E0,6.027798653E0,-4.536426163E1,1.326891327E1,4.764781893E1
8.946717292E0,5.713046074E0,-4.579881668E1,1.316923523E1,4.799582546E1
8.956706292E0,5.291257858E0,-4.606399918E1,1.311763763E1,4.818673933E1
8.966694292E0,4.866394997E0,-4.642322159E1,1.291818237E1,4.843218701E1
8.976683292E0,4.500018120E0,-4.649214554E1,1.254644775E1,4.836510220E1
8.986672292E0,4.500018120E0,-4.649214554E1,1.254644775E1,4.836510220E1
8.996661292E0,4.113968849E0,-4.667291260E1,1.211252594E1,4.839420208E1
9.006650292E0,4.002775192E0,-4.658044434E1,1.201396179E1,4.827106050E1
9.016639292E0,3.634784698E0,-4.677572250E1,1.164070892E1,4.833927988E1
9.026628292E0,3.434601784E0,-4.669206619E1,1.124916840E1,4.815069391E1
9.036617292E0,3.109411240E0,-4.676136017E1,1.069380951E1,4.806922929E1
9.046606292E0,3.037796021E0,-4.675402069E1,9.721076965E0,4.785045447E1
9.056595292E0,2.984807968E0,-4.687007523E1,8.492706299E0,4.772671255E1
9.066584292E0,2.754539490E0,-4.627025223E1,7.359603882E0,4.693279768E1
9.076573292E0,2.557094574E0,-4.536788177E1,6.251708984E0,4.586793318E1
9.086562292E0,2.540546417E0,-4.413096619E1,5.616859436E0,4.455946210E1
9.096550292E0,2.620172501E0,-4.293205643E1,5.519668579E0,4.336465743E1
9.106539292E0,3.358837128E0,-4.156757736E1,6.433128357E0,4.219633177E1
9.116528292E0,4.133031845E0,-4.069345093E1,7.502723694E0,4.158521087E1
9.126517292E0,4.896861076E0,-4.033319473E1,9.077331543E0,4.163104363E1
9.136506292E0,5.437563896E0,-4.057495117E1,1.043370819E1,4.224637298E1
9.146495292E0,5.942532539E0,-4.110367966E1,1.126242065E1,4.303101548E1
9.156484292E0,5.956777573E0,-4.176046753E1,1.197718048E1,4.385057240E1
9.166473292E0,5.864683151E0,-4.253614807E1,1.236446381E1,4.468331195E1
9.176462292E0,5.538031578E0,-4.334450150E1,1.242490387E1,4.542899779E1
9.186451292E0,5.370779991E0,-4.402485275E1,1.214862823E1,4.598502045E1
9.196440292E0,4.749543190E0,-4.441023636E1,1.205850983E1,4.626267300E1
9.206429292E0,4.463464737E0,-4.477159882E1,1.163772583E1,4.647424276E1
9.216418292E0,4.097911835E0,-4.515716934E1,1.119380188E1,4.670400438E1
9.226406292E0,3.908540726E0,-4.535671234E1,1.081583405E1,4.679198982E1
9.236395292E0,3.553013802E0,-4.557797623E1,1.041750336E1,4.688816695E1
9.246384292E0,3.555255890E0,-4.542810059E1,1.021553040E1,4.669806451E1
9.256373292E0,3.462792397E0,-4.545704269E1,1.002421570E1,4.667781659E1
9.266362292E0,3.525649071E0,-4.530430222E1,9.801734924E0,4.648638519E1
9.276351292E0,3.336611748E0,-4.521196747E1,9.532440186E0,4.632626033E1
9.286340292E0,3.494160652E0,-4.516949844E1,9.354103088E0,4.626004748E1
9.296329292E0,3.755704880E0,-4.537805557E1,9.176338196E0,4.644866445E1
9.306318292E0,3.892112732E0,-4.516292953E1,9.314712524E0,4.627745256E1
9.316307292E0,4.138655663E0,-4.518408585E1,8.992813110E0,4.625581879E1
9.326296292E0,4.418520927E0,-4.503506851E1,8.666755676E0,4.607378188E1
9.336285292E0,4.702651024E0,-4.492670441E1,8.581993103E0,4.598015116E1
9.346274292E0,4.932444572E0,-4.474785233E1,8.306121826E0,4.577871729E1
9.356262292E0,4.810297966E0,-4.463261032E1,7.976867676E0,4.559429009E1
9.366251292E0,4.986627579E0,-4.449063873E1,7.472709656E0,4.538859746E1
9.376240292E0,4.872625351E0,-4.465500641E1,7.200454712E0,4.549350089E1
9.386229292E0,4.814537048E0,-4.466970444E1,7.021820068E0,4.547381905E1
9.396218292E0,4.597554207E0,-4.485367584E1,6.721595764E0,4.558694540E1
9.406207292E0,4.561037064E0,-4.510563278E1,6.321983337E0,4.577432295E1
9.416196292E0,4.703128815E0,-4.553110886E1,6.430534363E0,4.622286303E1
9.426185292E0,4.662169456E0,-4.565035629E1,6.430297852E0,4.633615850E1
9.436174292E0,4.639431953E0,-4.594799423E1,6.561416626E0,4.664541447E1
9.446163292E0,4.838650703E0,-4.581192780E1,6.663475037E0,4.654618318E1
9.456152292E0,4.861609459E0,-4.591178131E1,6.755813599E0,4.666013209E1
9.466141292E0,4.975087166E0,-4.586966324E1,6.957176208E0,4.666025931E1
9.476129292E0,5.009545326E0,-4.575896072E1,7.140937805E0,4.658294778E1
9.486118292E0,5.147200584E0,-4.550757217E1,7.403968811E0,4.639236525E1
9.496107292E0,5.090132713E0,-4.518693542E1,7.414459229E0,4.607323290E1
9.506096292E0,4.942211151E0,-4.502059937E1,7.111282349E0,4.584593935E1
9.516085292E0,4.902086258E0,-4.481033707E1,7.103080750E0,4.563387463E1
9.526074292E0,4.867328644E0,-4.468077087E1,6.959304810E0,4.548070027E1
9.536063792E0,4.616836548E0,-4.447253799E1,6.995887756E0,4.525554398E1
9.546052792E0,4.353335381E0,-4.423229599E1,6.687530518E0,4.494630799E1
9.556041792E0,4.070521355E0,-4.398033524E1,6.676597595E0,4.467007933E1
9.566030792E0,3.808071136E0,-4.370088196E1,6.701660156E0,4.437545198E1
9.576019792E0,3.560455322E0,-4.364224243E1,6.691886902E0,4.429563767E1
9.586008792E0,3.281923294E0,-4.350432968E1,6.253814697E0,4.407389159E1
9.595997792E0,2.938723564E0,-4.319678497E1,6.393760681E0,4.376617991E1
9.605985792E0,2.534883499E0,-4.310850143E1,6.216346741E0,4.362810444E1
9.615974792E0,2.313833237E0,-4.306325912E1,6.123527527E0,4.355795794E1
9.625963792E0,2.142644882E0,-4.290928268E1,5.986587524E0,4.337783648E1
9.635952792E0,1.790142059E0,-4.273378754E1,5.951072693E0,4.318328927E1
9.645941792E0,1.394744873E0,-4.221002197E1,5.979171753E0,4.265421155E1
9.655930792E0,1.211160660E0,-4.186329651E1,5.799911499E0,4.228050944E1
9.665919792E0,9.702377319E-1,-4.135869217E1,5.611297607E0,4.174888549E1
9.675908792E0,6.106586456E-1,-4.080963516E1,5.725463867E0,4.121383460E1
9.685897792E0,-1.003494263E-1,-4.049068832E1,5.544807434E0,4.086870197E1
9.695886792E0,-4.353332520E-1,-3.961169815E1,5.871482849E0,4.004685326E1
9.705875792E0,-5.411415100E-1,-3.876472855E1,5.918907166E0,3.921773165E1
9.715864792E0,-5.019397736E-1,-3.785714340E1,6.317573547E0,3.838394177E1
9.725852792E0,-4.472064972E-1,-3.669980621E1,6.722396851E0,3.731308603E1
9.735841792E0,-5.566978455E-2,-3.559799957E1,7.626373291E0,3.640579957E1
9.745830792E0,8.577194214E-1,-3.459914398E1,8.442070007E0,3.562449990E1
9.755819792E0,2.065425873E0,-3.369896698E1,9.719261169E0,3.513332317E1
9.765808792E0,3.560078621E0,-3.271670151E1,1.163555908E1,3.490620221E1
9.775797792E0,5.833865166E0,-3.229866028E1,1.421854401E1,3.576876336E1
9.785786792E0,8.175758362E0,-3.235001373E1,1.713201904E1,3.750829895E1
9.795775792E0,1.088499260E1,-3.317562103E1,2.120503998E1,4.085044204E1
9.805764792E0,1.342829990E1,-3.542337799E1,2.466738129E1,4.520635626E1
9.815753792E0,1.342829990E1,-3.542337799E1,2.466738129E1,4.520635626E1
9.825742792E0,1.513004780E1,-3.971134186E1,2.656497955E1,5.011593716E1
9.835731792E0,1.444210243E1,-4.353908920E1,2.650669098E1,5.297953641E1
9.845719792E0,1.374014282E1,-4.603793335E1,2.662483978E1,5.492872587E1
9.855708792E0,1.338071251E1,-4.813515091E1,2.653681946E1,5.657065500E1
9.865697792E0,1.284982014E1,-5.051342010E1,2.532693481E1,5.794978098E1
9.875686792E0,1.111933136E1,-5.355761719E1,2.263945007E1,5.919968402E1
9.885675792E0,8.194997787E0,-5.590942001E1,1.809300232E1,5.933277314E1
9.895664792E0,5.009761810E0,-5.546831131E1,1.491453552E1,5.765652299E1
9.905653792E0,3.888266563E0,-5.280815125E1,1.414285278E1,5.480729641E1
9.915642792E0,4.138761520E0,-5.048027802E1,1.402572632E1,5.255576861E1
9.925631792E0,3.192903519E0,-5.005454254E1,1.191529083E1,5.155216792E1
9.935620792E0,6.404056549E-1,-4.956978607E1,1.040637970E1,5.065438332E1
9.945609792E0,7.781028748E-2,-4.692237473E1,1.229790497E1,4.850725483E1
9.955598792E0,2.005340576E0,-4.574005127E1,1.529071808E1,4.826986369E1
9.965587792E0,3.380624771E0,-4.722830963E1,1.610404968E1,5.001282106E1
9.975575792E0,2.997717857E0,-4.936520386E1,1.476480865E1,5.161307236E1
9.985564792E0,3.185380936E0,-4.981659698E1,1.464965057E1,5.202357397E1
9.995553792E0,4.508747101E0,-4.997654724E1,1.492340851E1,5.235162076E1
1.000554279E1,5.880753517E0,-5.103532791E1,1.485234070E1,5.347691073E1
1.001553179E1,6.117237091E0,-5.352530289E1,1.290219879E1,5.539716033E1
1.002552079E1,5.543336868E0,-5.555494690E1,1.092706299E1,5.689008186E1
1.003550979E1,4.844057083E0,-5.627621460E1,8.760345459E0,5.715960874E1
1.004549879E1,4.511270523E0,-5.646791840E1,5.667236328E0,5.693061511E1
1.005548779E1,2.632806778E0,-5.654629517E1,6.741943359E-1,5.661156866E1
1.006547679E1,-4.911708832E-1,-5.490831375E1,-4.496917725E0,5.509434124E1
1.007546579E1,-3.250947952E0,-5.058769989E1,-7.153717041E0,5.119433279E1
1.008545479E1,-2.698476791E0,-5.073434448E1,-6.511322021E0,5.122160483E1
1.009544279E1,-1.014739990E0,-4.597232056E1,-4.044021606E0,4.616100156E1
1.010543179E1,1.036140442E0,-4.291617584E1,-9.956970215E-1,4.294022763E1
1.011542079E1,2.526031494E0,-4.218579865E1,1.111953735E0,4.227598471E1
1.012540979E1,3.553843498E0,-4.217755890E1,2.436241150E0,4.239707005E1
1.013539879E1,3.895031929E0,-4.268151093E1,3.130004883E0,4.297300989E1
1.014538779E1,4.032264709E0,-4.313952637E1,3.146087646E0,4.344163626E1
1.015537679E1,3.806761742E0,-4.368310547E1,2.904220581E0,4.394473388E1
1.016536579E1,3.501949310E0,-4.414768982E1,2.114074707E0,4.433679597E1
1.017535479E1,2.608167648E0,-4.551192474E1,9.203872681E-1,4.559588737E1
1.018534379E1,1.930128098E0,-4.777719116E1,-1.977233887E-1,4.781657123E1
1.019533279E1,1.429494858E0,-5.073191833E1,-9.010162354E-1,5.076005146E1
1.020532179E1,1.531440735E0,-5.347049713E1,-4.772338867E-1,5.349455231E1
1.021530979E1,2.319412231E0,-5.601995087E1,1.254089355E0,5.608196955E1
1.022529879E1,3.468740463E0,-5.758559418E1,3.456031799E0,5.779339904E1
1.023528779E1,4.562088013E0,-5.811265564E1,5.763069153E0,5.857564646E1
1.024527679E1,5.435940742E0,-5.794391632E1,7.591110229E0,5.869132683E1
1.025526579E1,6.132159233E0,-5.780450439E1,8.815193176E0,5.879346678E1
1.026525479E1,6.682852745E0,-5.727624512E1,9.755546570E0,5.848418132E1
1.027524379E1,7.084354401E0,-5.673963165E1,1.037332153E1,5.811350684E1
1.028523279E1,7.568241119E0,-5.623474884E1,1.076026154E1,5.775299541E1
1.029522179E1,7.671727180E0,-5.579531860E1,1.105446625E1,5.739489699E1
1.030521079E1,7.909031868E0,-5.547476196E1,1.109492493E1,5.712354470E1
1.031519979E1,8.035692215E0,-5.504221344E1,1.135121918E1,5.677206872E1
1.032518879E1,8.107151985E0,-5.455329132E1,1.150608063E1,5.633983847E1
1.033517779E1,8.167257309E0,-5.403733063E1,1.176557159E1,5.590318299E1
1.034516579E1,8.213531494E0,-5.333155823E1,1.184912872E1,5.524598677E1
1.035515479E1,8.113317490E0,-5.266755676E1,1.158071136E1,5.453265381E1
1.036514379E1,7.810640335E0,-5.166883087E1,1.154910278E1,5.351687548E1
1.037513279E1,7.434872627E0,-5.095162201E1,1.151971436E1,5.276408755E1
1.038512179E1,6.984017372E0,-4.995359802E1,1.104367828E1,5.163430337E1
1.039511079E1,6.490930557E0,-4.937828064E1,1.060957336E1,5.092062279E1
1.040509979E1,5.907239914E0,-4.857986450E1,1.001788330E1,4.995254452E1
1.041508879E1,5.446657181E0,-4.814412689E1,9.641235352E0,4.940117861E1
1.042507779E1,4.712222099E0,-4.758742523E1,8.960144043E0,4.865236128E1
1.043506679E1,4.071260452E0,-4.703849792E1,8.280929565E0,4.793505234E1
1.044505579E1,3.453015327E0,-4.651235962E1,7.600349426E0,4.725556289E1
1.045504479E1,2.800268173E0,-4.632987213E1,7.182083130E0,4.696680606E1
1.046503279E1,2.340541840E0,-4.604693604E1,6.581474304E0,4.657375074E1
1.047502179E1,1.527603149E0,-4.593744659E1,6.069282532E0,4.636182440E1
1.048501079E1,1.131357193E0,-4.581991577E1,5.395851135E0,4.615040476E1
1.049499979E1,5.909423828E-1,-4.713881302E1,5.319671631E0,4.744170962E1
1.050498879E1,1.457347870E-1,-4.712420654E1,4.851036072E0,4.737345915E1
1.051497779E1,1.637268066E-2,-4.715932465E1,4.686920166E0,4.739165950E1
1.052496679E1,-4.024734497E-1,-4.737824249E1,4.157028198E0,4.756196726E1
1.053495579E1,-5.270938873E-1,-4.747689819E1,3.940727234E0,4.764307947E1
1.054494446E1,-6.489849091E-1,-4.755824661E1,3.449035645E0,4.768756493E1
1.055493346E1,-8.988189697E-1,-4.747534943E1,3.476226807E0,4.761093185E1
1.056492246E1,-9.806652069E-1,-4.738857651E1,3.202781677E0,4.750680686E1
1.057491146E1,-1.318351746E0,-4.702711105E1,3.219245911E0,4.715560168E1
1.058490046E1,-1.277431488E0,-4.675791550E1,3.491416931E0,4.690548459E1
1.059488846E1,-1.301982880E0,-4.632977295E1,3.609413147E0,4.648839516E1
1.060487746E1,-1.294004440E0,-4.567751312E1,3.747756958E0,4.584926755E1
1.061486646E1,-9.566574097E-1,-4.513267136E1,4.253349304E0,4.534274140E1
1.062485546E1,-5.492439270E-1,-4.442385864E1,4.829162598E0,4.468894379E1
1.063484446E1,-1.341476440E-1,-4.380693436E1,5.728576660E0,4.418010960E1
1.064483346E1,7.996997833E-1,-4.349938583E1,6.475593567E0,4.398601368E1
1.065482246E1,7.996997833E-1,-4.349938583E1,6.475593567E0,4.398601368E1
1.066481146E1,1.587703705E0,-4.327188110E1,7.851333618E0,4.400704417E1
1.067480046E1,2.830820084E0,-4.333718491E1,9.357391357E0,4.442618497E1
1.068478946E1,4.014861107E0,-4.381851959E1,1.111999512E1,4.538541682E1
1.069477846E1,5.151807785E0,-4.493901062E1,1.245446777E1,4.691662356E1
1.070476746E1,6.277259827E0,-4.618793488E1,1.373218536E1,4.859323239E1
1.071475546E1,6.896585464E0,-4.769238663E1,1.474570465E1,5.039407147E1
1.072474446E1,7.648091316E0,-4.943797302E1,1.545734406E1,5.235967879E1
1.073473346E1,7.832416534E0,-5.116904449E1,1.563504791E1,5.407469451E1
1.074472246E1,7.791600227E0,-5.287236404E1,1.541323853E1,5.562161303E1
1.075471146E1,7.436752319E0,-5.415313721E1,1.483999634E1,5.664003042E1
1.076470046E1,6.793179512E0,-5.505898285E1,1.407930756E1,5.723517958E1
1.077468946E1,6.085652351E0,-5.550726700E1,1.327170563E1,5.739538330E1
1.078467846E1,5.814955711E0,-5.570466995E1,1.272857666E1,5.743553454E1
1.079466746E1,5.273273468E0,-5.595440674E1,1.225945282E1,5.752388400E1
1.080465646E1,5.200342178E0,-5.589508057E1,1.198596191E1,5.740180200E1
1.081464546E1,4.866864204E0,-5.604599762E1,1.142337036E1,5.740499636E1
1.082463446E1,4.722776413E0,-5.602416229E1,1.081491089E1,5.725359094E1
1.083462346E1,4.566691399E0,-5.612990189E1,1.029462433E1,5.724857942E1
1.084461146E1,4.442417145E0,-5.624188995E1,9.799217224E0,5.726176660E1
1.085460046E1,4.379517555E0,-5.639305115E1,9.102226257E0,5.729054821E1
1.086458946E1,4.129945755E0,-5.616360092E1,8.232299805E0,5.691377057E1
1.087457846E1,3.675010681E0,-5.582944489E1,7.131454468E0,5.640292778E1
1.088456746E1,3.565246582E0,-5.470444107E1,6.108055115E0,5.515972438E1
1.089455646E1,1.364652634E0,-5.355665970E1,-1.730705261E1,5.630019667E1
1.090454546E1,1.819072723E0,-5.216464233E1,-1.694300079E1,5.487735609E1
1.091453446E1,2.276693344E0,-5.120865631E1,-1.605953979E1,5.371609286E1
1.092452346E1,2.875221252E0,-5.100749588E1,-1.503341675E1,5.325443787E1
1.093451246E1,3.240877151E0,-5.126299667E1,-1.410324097E1,5.326630754E1
1.094450146E1,3.493545532E0,-5.165940857E1,-1.320352173E1,5.343437414E1
1.095449046E1,3.320546150E0,-5.231248474E1,-1.268239594E1,5.393018870E1
1.096447846E1,3.098497391E0,-5.276228333E1,-1.213052368E1,5.422738084E1
1.097446746E1,2.715418816E0,-5.351636505E1,-1.175101471E1,5.485855607E1
1.098445646E1,2.298548698E0,-5.380580139E1,-1.129035187E1,5.502562707E1
1.099444546E1,1.658926964E0,-5.452185059E1,-1.107584381E1,5.566020613E1
1.100443446E1,1.084007263E0,-5.499939728E1,-1.113996887E1,5.612671092E1
1.101442346E1,4.219875336E-1,-5.545552063E1,-1.157954407E1,5.665314363E1
1.102441246E1,5.284500122E-2,-5.563624191E1,-1.189560699E1,5.689375776E1
1.103440146E1,-1.847133636E-1,-5.575902176E1,-1.239543152E1,5.712048099E1
1.104439046E1,-4.351692200E-1,-5.582334137E1,-1.285736084E1,5.728653019E1
1.105437946E1,-5.858974457E-1,-5.583687592E1,-1.331642914E1,5.740581219E1
1.106436846E1,-5.994110107E-1,-5.568198776E1,-1.351462555E1,5.730172911E1
1.107435746E1,-7.301769257E-1,-5.589830780E1,-1.379226685E1,5.757934176E1
1.108434546E1,-6.286067963E-1,-5.587802505E1,-1.417670441E1,5.765178036E1
1.109433446E1,-6.579799652E-1,-5.605072021E1,-1.439932251E1,5.787449061E1
1.110432346E1,-4.235572815E-1,-5.594171906E1,-1.464849854E1,5.782935103E1
1.111431246E1,-3.181419373E-1,-5.598186874E1,-1.469778442E1,5.788001131E1
1.112430146E1,-3.001365662E-1,-5.597446442E1,-1.447988892E1,5.781779944E1
1.113429046E1,5.613327026E-2,-5.605014420E1,-1.418482208E1,5.781722056E1
1.114427946E1,2.792339325E-1,-5.603279114E1,-1.408061981E1,5.777556152E1
1.115426846E1,2.504692078E-1,-5.596033478E1,-1.398626709E1,5.768221104E1
1.116425746E1,4.710807800E-1,-5.598404312E1,-1.359214783E1,5.761233795E1
1.117424646E1,4.210529327E-1,-5.603903961E1,-1.329498291E1,5.759607466E1
1.118423546E1,8.996715546E-1,-5.599375916E1,-1.325124359E1,5.754742331E1
1.119422446E1,9.876308441E-1,-5.606866837E1,-1.286207581E1,5.753350312E1
1.120421246E1,1.215473175E0,-5.573374557E1,-1.254815674E1,5.714178863E1
1.121420146E1,1.360978127E0,-5.561364365E1,-1.220943451E1,5.695436693E1
1.122419046E1,1.582492828E0,-5.512735367E1,-1.213685608E1,5.646975015E1
1.123417946E1,1.861511230E0,-5.483745956E1,-1.204666901E1,5.617592393E1
1.124416846E1,2.368316650E0,-5.441761780E1,-1.211941528E1,5.580113151E1
1.125415746E1,2.461045265E0,-5.418143463E1,-1.219155884E1,5.559063509E1
1.126414646E1,2.627794266E0,-5.352615738E1,-1.221968842E1,5.496613149E1
1.127413546E1,2.782459259E0,-5.331651688E1,-1.238101196E1,5.480586199E1
1.128412446E1,3.033313751E0,-5.290150452E1,-1.271466064E1,5.449250194E1
1.129411346E1,3.141813278E0,-5.269480515E1,-1.280751038E1,5.431984722E1
1.130410246E1,1.800061226E0,-5.258317566E1,-9.185859680E0,5.340983618E1
1.131409146E1,1.810420036E0,-5.236063385E1,-9.334724426E0,5.321701493E1
1.132407946E1,1.607131958E0,-5.198155212E1,-9.773216248E0,5.291673072E1
1.133406846E1,1.484891891E0,-5.193513870E1,-1.019314575E1,5.294680119E1
1.134405746E1,1.151658058E0,-5.166878891E1,-1.083432770E1,5.280504446E1
1.135404646E1,7.764282227E-1,-5.193194580E1,-1.103479767E1,5.309704884E1
1.136403546E1,5.490894318E-1,-5.202096939E1,-1.146577454E1,5.327238254E1
1.137402446E1,2.866535187E-1,-5.259726715E1,-1.170545959E1,5.388480738E1
1.138401346E1,-6.443023682E-2,-5.300965881E1,-1.176453400E1,5.429946905E1
1.139400246E1,-3.239984512E-1,-5.328192902E1,-1.161592865E1,5.453438120E1
1.140399146E1,-7.042751312E-1,-5.345326233E1,-1.155063629E1,5.469153916E1
1.141398046E1,-8.872470856E-1,-5.372183228E1,-1.111332703E1,5.486646068E1
1.142396946E1,-1.204046249E0,-5.369699097E1,-1.061820221E1,5.475000260E1
1.143395846E1,-1.394189835E0,-5.358024597E1,-1.024065399E1,5.456791656E1
1.144394646E1,-1.504720688E0,-5.339465332E1,-9.964111328E0,5.433724967E1
1.145393546E1,-1.663797379E0,-5.333329773E1,-9.832092285E0,5.425752397E1
1.146392446E1,-1.769220352E0,-5.310672760E1,-9.819946289E0,5.403596952E1
1.147391346E1,-1.769220352E0,-5.310672760E1,-9.819946289E0,5.403596952E1
1.148390246E1,-1.838991165E0,-5.302674484E1,-9.640434265E0,5.392731710E1
1.149389146E1,-1.734176636E0,-5.289606476E1,-9.656455994E0,5.379821724E1
1.150388046E1,-1.640203476E0,-5.260655975E1,-9.415206909E0,5.346762121E1
1.151386946E1,-1.374376297E0,-5.252501297E1,-9.630729675E0,5.341831944E1
1.152385846E1,-1.273273468E0,-5.214369583E1,-9.552970886E0,5.302683748E1
1.153384746E1,-1.055488586E0,-5.191138077E1,-9.539901733E0,5.279124202E1
1.154383708E1,-9.047031403E-1,-5.164708328E1,-9.644279480E0,5.254761485E1
1.155382608E1,-7.924709320E-1,-5.142778015E1,-9.850128174E0,5.236859370E1
1.156381408E1,-8.565788269E-1,-5.115296173E1,-1.021012878E1,5.216901332E1
1.157380308E1,-8.305721283E-1,-5.096062088E1,-1.049408722E1,5.203653137E1
1.158379208E1,-8.280391693E-1,-5.072954178E1,-1.076482391E1,5.186572560E1
1.159378108E1,-9.407463074E-1,-5.057871628E1,-1.104164886E1,5.177846612E1
1.160377008E1,-7.758102417E-1,-5.054434586E1,-1.104163361E1,5.174215353E1
1.161375908E1,-7.054538727E-1,-5.056564331E1,-1.138958740E1,5.183729015E1
1.162374808E1,-6.165275574E-1,-5.067663956E1,-1.143504333E1,5.195442348E1
1.163373708E1,-5.036067963E-1,-5.065688324E1,-1.172299957E1,5.199809764E1
1.164372608E1,-4.872751236E-1,-5.063043213E1,-1.174642944E1,5.197746338E1
1.165371508E1,-4.586772919E-1,-5.078273392E1,-1.185176849E1,5.214940906E1
1.166370408E1,-4.981975555E-1,-5.084815216E1,-1.186118317E1,5.221561495E1
1.167369308E1,-4.875040054E-1,-5.096363068E1,-1.195151520E1,5.234852460E1
1.168368108E1,-3.390598297E-1,-5.099935532E1,-1.168056488E1,5.232097859E1
1.169367008E1,-2.707653046E-1,-5.102375793E1,-1.164000702E1,5.233533177E1
1.170365908E1,7.627992630E-1,-5.048304367E1,-1.350127411E1,5.226283540E1
1.171364808E1,8.119640350E-1,-5.064921951E1,-1.347434998E1,5.241718068E1
1.172363708E1,8.211975098E-1,-5.078133011E1,-1.321961212E1,5.248024388E1
1.173362608E1,7.692127228E-1,-5.095022964E1,-1.319078064E1,5.263567500E1
1.174361508E1,8.675727844E-1,-5.137412643E1,-1.310064697E1,5.302528171E1
1.175360408E1,8.109245300E-1,-5.162836075E1,-1.297237396E1,5.323934371E1
1.176359308E1,8.812236786E-1,-5.171548843E1,-1.318572998E1,5.337725896E1
1.177358208E1,7.698574066E-1,-5.183062363E1,-1.342138672E1,5.354568001E1
1.178357108E1,8.534784317E-1,-5.187874222E1,-1.323908997E1,5.354816358E1
1.179356008E1,8.265943527E-1,-5.187857437E1,-1.366593933E1,5.365470748E1
1.180354808E1,8.333625793E-1,-5.186411667E1,-1.368061066E1,5.364457288E1
1.181353708E1,7.043952942E-1,-5.187345123E1,-1.386685181E1,5.369954092E1
1.182352608E1,7.858009338E-1,-5.181956100E1,-1.405462646E1,5.369745721E1
