"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
4.013844846E1,9.870460510E0,6.673398495E0,-3.978200531E1,4.152792054E1
4.014843646E1,9.872002602E0,6.583953381E0,-3.989437103E1,4.162169768E1
4.015842446E1,9.783519745E0,6.527767658E0,-3.973126984E1,4.143552597E1
4.016841246E1,9.765606880E0,6.675822258E0,-3.984195709E1,4.156098201E1
4.017840046E1,9.740630150E0,6.743841648E0,-3.976404572E1,4.149142812E1
4.018838846E1,9.719058037E0,6.685468197E0,-3.965079498E1,4.136835889E1
4.019837646E1,9.688750267E0,6.713151455E0,-3.986660004E1,4.157263622E1
4.020836446E1,9.721649170E0,6.586643696E0,-3.993331146E1,4.162407599E1
4.021835246E1,9.652984619E0,6.641284943E0,-3.996451569E1,4.164672006E1
4.022834146E1,9.729241371E0,6.721742630E0,-3.985446930E1,4.157184967E1
4.023832946E1,9.645398140E0,6.794069290E0,-3.998738861E1,4.169153788E1
4.024831746E1,9.644687653E0,6.820472240E0,-3.969239044E1,4.141285671E1
4.025830546E1,9.757280350E0,6.802552700E0,-3.968518829E1,4.142937862E1
4.026829346E1,9.698045731E0,6.826696396E0,-3.980852509E1,4.153762805E1
4.027828146E1,9.511170387E0,6.923471928E0,-3.982384491E1,4.152511829E1
4.028826946E1,9.743426323E0,6.947631359E0,-3.966388702E1,4.142979449E1
4.029825746E1,9.783800125E0,6.730544090E0,-3.974916840E1,4.148517032E1
4.030824546E1,9.866779327E0,6.765944004E0,-3.968866730E1,4.145264339E1
4.031823346E1,9.659358978E0,6.724626541E0,-3.957059479E1,4.128384417E1
4.032822246E1,9.738903999E0,6.660546780E0,-3.983586884E1,4.154642681E1
4.033821046E1,9.662512779E0,6.798036575E0,-3.996411896E1,4.167383182E1
4.034819846E1,9.723689079E0,6.593686581E0,-3.985071564E1,4.154643630E1
4.035818646E1,9.747407913E0,6.708262920E0,-3.986472321E1,4.158375775E1
4.036817446E1,9.818414688E0,6.591115475E0,-3.993408966E1,4.164823630E1
4.037816246E1,9.680986404E0,6.655090332E0,-3.987949371E1,4.157385890E1
4.038815046E1,9.871654510E0,6.558658600E0,-3.957860565E1,4.131502863E1
4.039813846E1,9.772147179E0,6.672127724E0,-3.982108307E1,4.154191625E1
4.040812646E1,1.000440216E1,6.700459480E0,-3.958489227E1,4.137569233E1
4.041811446E1,9.745404243E0,6.716840744E0,-3.969611359E1,4.142306468E1
4.042810346E1,9.813740730E0,6.745769501E0,-3.970015717E1,4.144776704E1
4.043809146E1,9.807416916E0,6.748468399E0,-3.975011444E1,4.149456411E1
4.044807946E1,9.748733521E0,6.781351566E0,-3.964714813E1,4.138744845E1
4.045806746E1,9.815703392E0,6.710630417E0,-3.973671722E1,4.147755163E1
4.046805546E1,9.728441238E0,6.644721031E0,-3.973040009E1,4.144031343E1
4.047804346E1,9.690015793E0,6.665740490E0,-3.969161224E1,4.139749491E1
4.048803146E1,9.657105446E0,6.808827877E0,-3.961064911E1,4.133549740E1
4.049801946E1,9.615602493E0,6.761547089E0,-3.958972931E1,4.129800234E1
4.050800746E1,9.785148621E0,6.818291187E0,-3.963602448E1,4.139145642E1
4.051799546E1,9.505005836E0,6.809367180E0,-3.985926056E1,4.153881642E1
4.052798446E1,9.641608238E0,6.795813084E0,-3.980928802E1,4.152015291E1
4.053797246E1,9.539353371E0,6.796354294E0,-3.985840607E1,4.154373874E1
4.054796046E1,9.610677719E0,6.709759235E0,-3.985486603E1,4.154270503E1
4.055794846E1,9.690043449E0,6.664012909E0,-3.976851654E1,4.147096476E1
4.056793646E1,9.648653030E0,6.790324688E0,-3.969878387E1,4.141495449E1
4.057792446E1,9.678212166E0,6.797848701E0,-3.975429535E1,4.147628885E1
4.058791246E1,9.652294159E0,6.727759361E0,-3.972686005E1,4.143251064E1
4.059790046E1,9.633597374E0,6.657673836E0,-3.977800751E1,4.146589804E1
4.060788846E1,9.681469917E0,6.675125122E0,-3.968415070E1,4.138985349E1
4.061787646E1,9.754085541E0,6.741778374E0,-3.962845612E1,4.136433602E1
4.062786546E1,9.606678963E0,6.841209888E0,-3.968439484E1,4.139977810E1
4.063785346E1,9.630155563E0,6.685356617E0,-3.962732697E1,4.132504001E1
4.064784146E1,9.684485435E0,6.727901459E0,-3.950284576E1,4.122534099E1
4.065782946E1,9.665672302E0,6.700679779E0,-3.966921234E1,4.137596813E1
4.066781746E1,9.639784813E0,6.815125942E0,-3.947864532E1,4.120600478E1
4.067780546E1,9.595990181E0,6.851038456E0,-3.940042877E1,4.112679835E1
4.068779346E1,9.630475998E0,6.773276806E0,-3.943914032E1,4.115907112E1
4.069778146E1,9.592031479E0,6.750184536E0,-3.962873077E1,4.132805780E1
4.070776946E1,9.592031479E0,6.750184536E0,-3.962873077E1,4.132805780E1
4.071775746E1,9.825269699E0,6.690713406E0,-3.944139862E1,4.119375554E1
4.072774646E1,9.740311623E0,6.770218849E0,-3.976604462E1,4.149756424E1
4.073773446E1,9.615551949E0,6.882009029E0,-3.959870148E1,4.132648117E1
4.074772246E1,9.755889893E0,6.723024845E0,-3.986823273E1,4.159149470E1
4.075771046E1,9.794228554E0,6.787973404E0,-3.953797150E1,4.129472952E1
4.076769846E1,9.746796608E0,6.709807873E0,-3.957651520E1,4.130765209E1
4.077768646E1,9.702197075E0,6.841913700E0,-3.952320099E1,4.126775772E1
4.078767446E1,9.724762917E0,6.718490124E0,-3.982256317E1,4.153968778E1
4.079766246E1,9.668810844E0,6.695381165E0,-3.974726105E1,4.145067904E1
4.080765046E1,9.629526138E0,6.664941788E0,-3.973954010E1,4.142922000E1
4.081763846E1,9.557706833E0,6.744250774E0,-3.970503998E1,4.139232873E1
4.082762746E1,9.476944923E0,6.814962387E0,-3.992514801E1,4.159655804E1
4.083761546E1,9.482843399E0,6.787810326E0,-3.970374298E1,4.138098470E1
4.084760346E1,9.750795364E0,6.646525383E0,-3.947949982E1,4.120540275E1
4.085759146E1,9.749946594E0,6.602886677E0,-3.947898102E1,4.119768820E1
4.086757946E1,9.736409187E0,6.609340191E0,-3.963175201E1,4.134194975E1
4.087756746E1,9.823104858E0,6.669315815E0,-3.962763214E1,4.136813256E1
4.088755546E1,9.703098297E0,6.705870628E0,-3.981720734E1,4.152744656E1
4.089754346E1,9.754110336E0,6.604876518E0,-3.975142670E1,4.146013732E1
4.090753146E1,9.747964859E0,6.714962482E0,-3.972141266E1,4.144760745E1
4.091752046E1,9.760286331E0,6.723130226E0,-3.975731659E1,4.148623738E1
4.092750846E1,9.711418152E0,6.826143742E0,-3.979804230E1,4.153061583E1
4.093749646E1,9.632090569E0,6.802421570E0,-3.960832977E1,4.132638256E1
4.094748446E1,9.632534981E0,6.758566380E0,-3.983142853E1,4.153319935E1
4.095747246E1,9.657680511E0,6.747307777E0,-3.969768524E1,4.140897449E1
4.096746046E1,9.761192322E0,6.469576836E0,-3.971205902E1,4.140270440E1
4.097744846E1,9.735887527E0,6.596080303E0,-3.957044220E1,4.128093600E1
4.098743646E1,9.702127457E0,6.621113777E0,-3.954724884E1,4.125476113E1
4.099742446E1,9.666069031E0,6.638848782E0,-3.955443573E1,4.125603701E1
4.100741246E1,9.804143906E0,6.631190300E0,-3.965430450E1,4.138306161E1
4.101740146E1,9.695191383E0,6.562772274E0,-3.976027679E1,4.144811608E1
4.102738946E1,9.752460480E0,6.536706448E0,-3.955341339E1,4.125907812E1
4.103737746E1,9.618238449E0,6.697568893E0,-3.970621490E1,4.139989664E1
4.104736546E1,9.690682411E0,6.668533802E0,-3.964931488E1,4.135754876E1
4.105735346E1,9.738132477E0,6.752619267E0,-3.957242584E1,4.130866711E1
4.106734146E1,9.710178375E0,6.705498695E0,-3.958501434E1,4.130647210E1
4.107732946E1,9.730308533E0,6.677274704E0,-3.959976959E1,4.132077750E1
4.108731746E1,9.677179337E0,6.702852249E0,-3.964473724E1,4.135554642E1
4.109730546E1,9.708156586E0,6.624124527E0,-3.970011139E1,4.140321454E1
4.110729346E1,9.796320915E0,6.500843525E0,-3.958141327E1,4.129064236E1
4.111728246E1,9.635328293E0,6.600787163E0,-3.970024872E1,4.138260131E1
4.112727046E1,9.813515663E0,6.602378845E0,-3.968082428E1,4.140609027E1
4.113725846E1,9.703404427E0,6.548677444E0,-3.963976288E1,4.133221546E1
4.114724696E1,9.676748276E0,6.546471119E0,-3.962796783E1,4.131430232E1
4.115723496E1,9.612309456E0,6.558170319E0,-3.961151123E1,4.128532321E1
4.116722296E1,9.745983124E0,6.605348587E0,-3.949653625E1,4.121396842E1
4.117721096E1,9.549236298E0,6.722663403E0,-3.970068359E1,4.138268231E1
4.118719896E1,9.657307625E0,6.659347534E0,-3.979624939E1,4.148917890E1
4.119718696E1,9.689003944E0,6.580503464E0,-3.974371338E1,4.143359237E1
4.120717496E1,9.767276764E0,6.678761482E0,-3.988891602E1,4.160686447E1
4.121716396E1,9.689410210E0,6.616146088E0,-3.991343689E1,4.160216946E1
4.122715196E1,9.808130264E0,6.682607651E0,-3.984870911E1,4.157855555E1
4.123713996E1,9.632594109E0,6.730974197E0,-3.992236328E1,4.161595815E1
4.124712796E1,9.525970459E0,6.769519329E0,-3.984011841E1,4.151873721E1
4.125711596E1,9.330923080E0,6.756256104E0,-3.986953735E1,4.150051965E1
4.126710396E1,9.587652206E0,6.708871841E0,-3.971241760E1,4.140058149E1
4.127709196E1,9.473936081E0,6.682974339E0,-3.974896240E1,4.140528496E1
4.128707996E1,9.581121445E0,6.703013897E0,-3.978741455E1,4.147006921E1
4.129706796E1,9.397259712E0,6.829295158E0,-3.975552368E1,4.141798433E1
4.130705596E1,9.730669022E0,6.619287968E0,-3.968269348E1,4.139102626E1
4.131704496E1,9.651101112E0,6.641267776E0,-3.994158936E1,4.162428078E1
4.132703296E1,9.575883865E0,6.775120258E0,-3.997015381E1,4.165588796E1
4.133702096E1,9.468840599E0,6.842361927E0,-3.989221191E1,4.156760073E1
4.134700896E1,9.506381035E0,6.884957790E0,-3.990162659E1,4.159223159E1
4.135699696E1,9.556068420E0,6.846823692E0,-3.987986755E1,4.157645096E1
4.136698496E1,9.406568527E0,6.939606667E0,-3.992410278E1,4.160018816E1
4.137697296E1,9.509867668E0,6.840229034E0,-3.993406677E1,4.161677553E1
4.138696096E1,9.514215469E0,6.832532406E0,-3.987919617E1,4.156385548E1
4.139694896E1,9.460665703E0,6.803510666E0,-3.990747070E1,4.157400836E1
4.140693696E1,9.665917397E0,6.873965740E0,-3.969511414E1,4.142925839E1
4.141692596E1,9.489814758E0,6.715694427E0,-3.971177673E1,4.137852519E1
4.142691396E1,9.666069984E0,6.673650742E0,-3.977250671E1,4.147074648E1
4.143690196E1,9.578823090E0,6.836264133E0,-3.978233337E1,4.148641233E1
4.144688996E1,9.472110748E0,7.012336731E0,-3.978350830E1,4.149242438E1
4.145687796E1,9.565362930E0,6.966529846E0,-3.988827515E1,4.160652834E1
4.146686596E1,9.514367104E0,6.954278469E0,-3.980897522E1,4.151673974E1
4.147685396E1,9.478873253E0,6.885514259E0,-4.002177429E1,4.170134005E1
4.148684196E1,9.601651192E0,6.916004181E0,-3.997099304E1,4.168576621E1
4.149682996E1,9.392666817E0,6.922410965E0,-4.000949097E1,4.167614823E1
4.150681796E1,9.457542419E0,7.085987568E0,-3.985995483E1,4.157490021E1
4.151680696E1,9.424122810E0,6.926580429E0,-4.011796570E1,4.178806982E1
4.152679496E1,9.513990402E0,6.774038315E0,-3.994969177E1,4.162188704E1
4.153678296E1,9.450984955E0,6.802832603E0,-3.977873230E1,4.144812651E1
4.154677096E1,9.442451477E0,6.776325703E0,-3.989926147E1,4.155754500E1
4.155675896E1,9.442451477E0,6.776325703E0,-3.989926147E1,4.155754500E1
4.156674696E1,9.506305695E0,6.759150982E0,-3.981808472E1,4.149139478E1
4.157673496E1,9.609790802E0,6.728141785E0,-3.981733704E1,4.150947241E1
4.158672296E1,9.523632050E0,6.710441589E0,-3.990121460E1,4.156725298E1
4.159671096E1,9.586668015E0,6.747200966E0,-3.963627625E1,4.133356165E1
4.160669896E1,9.480351448E0,6.814939499E0,-3.984387207E1,4.151932810E1
4.161668796E1,9.501823425E0,6.879116058E0,-3.974070740E1,4.143586261E1
4.162667596E1,9.670801163E0,6.726687908E0,-3.983799744E1,4.154321563E1
4.163666396E1,9.725050926E0,6.665294170E0,-3.963385010E1,4.135027008E1
4.164665196E1,9.672287941E0,6.627582550E0,-3.993670654E1,4.162233215E1
4.165663996E1,9.738191605E0,6.691700459E0,-3.979103088E1,4.150828073E1
4.166662796E1,9.620290756E0,6.730875015E0,-3.988749695E1,4.157964749E1
4.167661596E1,9.669969559E0,6.677969456E0,-3.989024353E1,4.158527523E1
4.168660396E1,9.420279503E0,6.802953243E0,-3.984811401E1,4.150775866E1
4.169659196E1,9.583538055E0,6.817751408E0,-3.978761292E1,4.148951768E1
4.170658096E1,9.698948860E0,6.631839275E0,-3.997981262E1,4.167056897E1
4.171656896E1,9.728051186E0,6.704537392E0,-3.968527222E1,4.140660131E1
4.172655696E1,9.862239838E0,6.765442371E0,-3.971110535E1,4.147296557E1
4.173654496E1,9.714728355E0,6.785734653E0,-3.955924988E1,4.129596097E1
4.174653296E1,9.747694016E0,6.813276768E0,-3.967190552E1,4.141616069E1
4.175652096E1,9.712877274E0,6.782069206E0,-3.959626770E1,4.133038668E1
4.176650896E1,9.593524933E0,6.845625401E0,-3.962297058E1,4.133857890E1
4.177649696E1,9.656719208E0,7.009398937E0,-3.958261108E1,4.134207300E1
4.178648496E1,9.651945114E0,6.760700226E0,-3.954043579E1,4.125909808E1
4.179647296E1,9.565059662E0,6.764277935E0,-3.941905212E1,4.112307737E1
4.180646196E1,9.551934242E0,6.779989243E0,-3.946502686E1,4.116668613E1
4.181644996E1,9.569299698E0,6.727621078E0,-3.955455017E1,4.124796748E1
4.182643796E1,9.601553917E0,6.731786728E0,-3.949949646E1,4.120336164E1
4.183642596E1,9.515677452E0,6.862588882E0,-3.963943481E1,4.133918282E1
4.184641396E1,9.445737839E0,6.821625233E0,-3.944807434E1,4.113279839E1
4.185640196E1,9.664969444E0,6.894849300E0,-3.942424011E1,4.117306510E1
4.186638996E1,9.533747673E0,6.906465530E0,-3.970414734E1,4.141269041E1
4.187637796E1,9.547007561E0,6.954243660E0,-3.947401428E1,4.120321179E1
4.188636596E1,9.463497162E0,6.870263577E0,-3.949925232E1,4.119404367E1
4.189635396E1,9.486842155E0,6.892798424E0,-3.934825134E1,4.105844283E1
4.190634196E1,9.697190285E0,6.681623936E0,-3.948243713E1,4.120124318E1
4.191633096E1,9.621000290E0,6.739545345E0,-3.958811951E1,4.129411973E1
4.192631896E1,9.624772072E0,6.808907032E0,-3.962667847E1,4.134333197E1
4.193630696E1,9.545208931E0,6.776993752E0,-3.969734192E1,4.138740887E1
4.194629496E1,9.609193802E0,6.878380775E0,-3.946716309E1,4.119836999E1
4.195628296E1,9.667498589E0,6.839230061E0,-3.950100708E1,4.123790922E1
4.196627096E1,9.716160774E0,6.689085960E0,-3.955209351E1,4.127366899E1
4.197625896E1,9.804640770E0,6.664505959E0,-3.943658447E1,4.117998076E1
4.198624696E1,9.730618477E0,6.682999134E0,-3.942837524E1,4.115755323E1
4.199623496E1,9.662361145E0,6.647720337E0,-3.956608582E1,4.126776654E1
4.200622296E1,9.552616119E0,6.827945232E0,-3.948583984E1,4.119471882E1
4.201621196E1,9.399242401E0,7.044398308E0,-3.953262329E1,4.124072756E1
4.202619996E1,9.552689552E0,6.924153328E0,-3.944458008E1,4.117126030E1
4.203618796E1,9.497398376E0,6.884319305E0,-3.952803040E1,4.123177919E1
4.204617596E1,9.533938408E0,6.800369263E0,-3.964454651E1,4.133801001E1
4.205616396E1,9.553867340E0,6.709069729E0,-3.960314941E1,4.128798180E1
4.206615196E1,9.567584991E0,6.915835857E0,-3.962745667E1,4.134855245E1
4.207613996E1,9.600274086E0,6.835231781E0,-3.962141418E1,4.133693407E1
4.208612796E1,9.665041924E0,6.714603901E0,-3.969898987E1,4.140662673E1
4.209611596E1,9.630511284E0,6.738563538E0,-3.973507690E1,4.143707667E1
4.210610396E1,9.629154205E0,6.857577324E0,-3.961140442E1,4.133775922E1
4.211609296E1,9.490582466E0,7.005172253E0,-3.987123108E1,4.157954619E1
4.212608096E1,9.757828712E0,6.876846313E0,-3.965420532E1,4.141210253E1
4.213606896E1,9.802593231E0,6.678220749E0,-3.967233276E1,4.140752895E1
4.214605708E1,9.771003723E0,6.838394642E0,-3.974740601E1,4.149810163E1
4.215604508E1,9.720095634E0,6.808934212E0,-3.973298645E1,4.146748192E1
4.216603308E1,9.715060234E0,6.696869373E0,-3.943817139E1,4.116551733E1
4.217602108E1,9.684165001E0,6.633754730E0,-3.951597595E1,4.122259222E1
4.218600908E1,9.906953812E0,6.723434448E0,-3.952468872E1,4.129834528E1
4.219599708E1,9.698324203E0,6.838851452E0,-3.945368958E1,4.119976945E1
4.220598508E1,9.794631004E0,6.815690041E0,-3.947241211E1,4.123663111E1
4.221597408E1,9.541270256E0,6.900475979E0,-3.963200378E1,4.134426358E1
4.222596208E1,9.861405373E0,6.753705978E0,-3.969775391E1,4.145806949E1
4.223595008E1,9.893747330E0,6.688999176E0,-3.951794434E1,4.128313058E1
4.224593808E1,9.708046913E0,6.637376785E0,-3.957968140E1,4.128985499E1
4.225592608E1,9.699502945E0,6.745915413E0,-3.949160767E1,4.122104812E1
4.226591408E1,9.826240540E0,6.654187202E0,-3.944967651E1,4.119599723E1
4.227590208E1,9.756251335E0,6.657597065E0,-3.957142639E1,4.129655949E1
4.228589008E1,9.822589874E0,6.690780640E0,-3.945965576E1,4.121060847E1
4.229587808E1,9.681005478E0,6.689309120E0,-3.939584351E1,4.111570514E1
4.230586608E1,9.774691582E0,6.712053776E0,-3.934703064E1,4.109483035E1
4.231585508E1,9.570056915E0,6.702480793E0,-3.929603577E1,4.099619086E1
4.232584308E1,9.873167992E0,6.545207500E0,-3.934042358E1,4.108513253E1
4.233583108E1,9.924745560E0,6.527845383E0,-3.948971558E1,4.123773728E1
4.234581908E1,9.904438972E0,6.644988537E0,-3.946386719E1,4.122681891E1
4.235580708E1,9.815534592E0,6.569921494E0,-3.963383484E1,4.135637136E1
4.236579508E1,9.742910385E0,6.600200176E0,-3.940948486E1,4.112899758E1
4.237578308E1,9.731925964E0,6.666663170E0,-3.957825470E1,4.129882596E1
4.238577108E1,9.762982368E0,6.616936207E0,-3.947525787E1,4.119946181E1
4.239575908E1,9.725154877E0,6.545790672E0,-3.948236847E1,4.118596160E1
4.240574708E1,9.725154877E0,6.545790672E0,-3.948236847E1,4.118596160E1
4.241573508E1,9.896981239E0,6.577022076E0,-3.941887665E1,4.117104921E1
4.242572408E1,9.761338234E0,6.699284077E0,-3.950197601E1,4.123797085E1
4.243571208E1,9.779911041E0,6.745259285E0,-3.948686981E1,4.123539827E1
4.244570008E1,9.881891251E0,6.619918346E0,-3.955806732E1,4.130757538E1
4.245568808E1,9.902783394E0,6.634851933E0,-3.942244720E1,4.118513959E1
4.246567608E1,9.915693283E0,6.668477058E0,-3.951624298E1,4.128344727E1
4.247566408E1,9.824213028E0,6.624383926E0,-3.954381561E1,4.128087908E1
4.248565208E1,9.798428535E0,6.484095573E0,-3.977683258E1,4.147588585E1
4.249564008E1,9.907322884E0,6.433710575E0,-3.973125458E1,4.145021434E1
4.250562808E1,9.754784584E0,6.536783218E0,-3.979978180E1,4.149587917E1
4.251561608E1,9.923217773E0,6.573879719E0,-3.974997711E1,4.149393722E1
4.252560508E1,9.779601097E0,6.557562828E0,-3.992597198E1,4.162601911E1
4.253559308E1,9.785370827E0,6.689434052E0,-3.969649506E1,4.142841694E1
4.254558108E1,9.822445869E0,6.538545132E0,-3.988407135E1,4.159293405E1
4.255556908E1,9.771780968E0,6.717926502E0,-3.964234161E1,4.137793480E1
4.256555708E1,9.796233177E0,6.743502140E0,-3.972788239E1,4.146981606E1
4.257554508E1,9.877563477E0,6.848479748E0,-3.983156586E1,4.160554739E1
4.258553308E1,9.774205208E0,6.716320038E0,-3.986695099E1,4.159348294E1
4.259552108E1,9.894938469E0,6.783347130E0,-3.944277191E1,4.122688275E1
4.260550908E1,9.780634880E0,6.722442150E0,-3.968523407E1,4.142185233E1
4.261549708E1,9.858594894E0,6.710129261E0,-3.947672272E1,4.123868772E1
4.262548508E1,9.813769341E0,6.653529644E0,-3.953588104E1,4.127548201E1
4.263547408E1,9.792148590E0,6.696017742E0,-3.943569183E1,4.118126538E1
4.264546208E1,9.846502304E0,6.733162403E0,-3.973691559E1,4.148869176E1
4.265545008E1,9.736055374E0,6.779429436E0,-3.968051910E1,4.141612046E1
4.266543808E1,9.666786194E0,6.714438915E0,-3.974443817E1,4.145058276E1
4.267542608E1,9.717457771E0,6.685244560E0,-3.962950897E1,4.134754481E1
4.268541408E1,9.744116783E0,6.763586521E0,-3.948285675E1,4.122608266E1
4.269540208E1,9.782094002E0,6.697966099E0,-3.956423187E1,4.130230692E1
4.270539008E1,9.802411079E0,6.677248478E0,-3.958930206E1,4.132778421E1
4.271537808E1,9.706936836E0,6.773864269E0,-3.960892487E1,4.133977248E1
4.272536608E1,9.721692085E0,6.758090973E0,-3.981438446E1,4.153755290E1
4.273535508E1,9.658866882E0,6.689819813E0,-3.992617035E1,4.161906387E1
4.274534308E1,9.830051422E0,6.574055195E0,-3.977057648E1,4.149152764E1
4.275533108E1,9.653302193E0,6.619386196E0,-3.960549164E1,4.129887995E1
4.276531908E1,9.751739502E0,6.489266396E0,-3.974272919E1,4.143297630E1
4.277530708E1,9.697205544E0,6.509750366E0,-3.972622681E1,4.140755657E1
4.278529508E1,9.701233864E0,6.461274624E0,-3.975833130E1,4.143171389E1
4.279528308E1,9.774120331E0,6.594712734E0,-3.968661499E1,4.140109991E1
4.280527108E1,9.761167526E0,6.639676571E0,-3.969230652E1,4.141068574E1
4.281525908E1,9.639707565E0,6.563901424E0,-3.958650208E1,4.126863107E1
4.282524708E1,9.761238098E0,6.709535599E0,-3.965731812E1,4.138843458E1
4.283523608E1,9.666079521E0,6.666538239E0,-3.962236023E1,4.132562468E1
4.284522408E1,9.776963234E0,6.546974659E0,-3.953309631E1,4.124703130E1
4.285521208E1,9.862239838E0,6.680953979E0,-3.989996338E1,4.164019691E1
4.286520008E1,9.800262451E0,6.635545731E0,-3.988409424E1,4.160308383E1
4.287518808E1,9.756534576E0,6.603868008E0,-3.982539368E1,4.153147025E1
4.288517608E1,9.713491440E0,6.674986839E0,-3.975947571E1,4.146954634E1
4.289516408E1,9.742689133E0,6.603751659E0,-3.990228271E1,4.160194338E1
4.290515208E1,9.842802048E0,6.725832939E0,-3.974923706E1,4.149842681E1
4.291514008E1,9.763314247E0,6.661570549E0,-3.981507874E1,4.153238883E1
4.292512808E1,9.790075302E0,6.682632923E0,-3.969064331E1,4.142282370E1
4.293511608E1,9.608812332E0,6.852956772E0,-3.966755676E1,4.138607677E1
4.294510508E1,9.713333130E0,6.643749714E0,-3.986994934E1,4.157043554E1
4.295509308E1,9.742382050E0,6.719718456E0,-3.989750671E1,4.161585835E1
4.296508108E1,9.688253403E0,6.741863728E0,-3.985627747E1,4.156726878E1
4.297506908E1,9.818947792E0,6.685345173E0,-3.995516968E1,4.168358382E1
4.298505708E1,9.736756325E0,6.680754185E0,-3.977070618E1,4.148669630E1
4.299504508E1,9.823965073E0,6.668498516E0,-3.992692566E1,4.165499436E1
4.300503308E1,9.766413689E0,6.888810158E0,-3.981892395E1,4.157385292E1
4.301502108E1,9.560564995E0,6.732636452E0,-3.976045227E1,4.144425607E1
4.302500908E1,9.705823898E0,6.595609188E0,-3.973884583E1,4.143526210E1
4.303499708E1,9.718489647E0,6.696542263E0,-3.981587219E1,4.152826023E1
4.304498608E1,9.809389114E0,6.559465885E0,-3.966731262E1,4.138534038E1
4.305497408E1,9.774130821E0,6.663724899E0,-3.969187927E1,4.141719622E1
4.306496208E1,9.761748314E0,6.749255180E0,-3.972779846E1,4.146253907E1
4.307495008E1,9.684760094E0,6.689337254E0,-3.978649902E1,4.149105103E1
4.308493808E1,9.701622009E0,6.666684151E0,-3.973297119E1,4.144001866E1
4.309492608E1,9.626450539E0,6.732173443E0,-3.993392944E1,4.162582648E1
4.310491408E1,9.719182968E0,6.830531597E0,-3.983518982E1,4.156875061E1
4.311490208E1,9.520105362E0,6.816673279E0,-3.987139893E1,4.155511873E1
4.312489008E1,9.795554161E0,6.705610752E0,-3.965797424E1,4.139653389E1
4.313487808E1,9.714630127E0,6.710176945E0,-3.965144348E1,4.137194077E1
4.314486500E1,9.676939011E0,6.867520332E0,-3.966133118E1,4.139839580E1
4.315485400E1,9.730669975E0,6.718204498E0,-3.964453125E1,4.137038878E1
4.316484200E1,9.671810150E0,6.680139542E0,-3.972302246E1,4.142567669E1
4.317483000E1,9.709856033E0,6.557417393E0,-3.986607361E1,4.155219431E1
4.318481800E1,9.772999763E0,6.703082085E0,-3.965518188E1,4.138811767E1
4.319480600E1,9.687573433E0,6.716155529E0,-3.974928284E1,4.146035830E1
4.320479400E1,9.758425713E0,6.759184837E0,-3.974240112E1,4.147736611E1
4.321478200E1,9.722155571E0,6.744959831E0,-3.970346069E1,4.142921171E1
4.322477000E1,9.725280762E0,6.600051403E0,-3.969490051E1,4.139839237E1
4.323475800E1,9.696511269E0,6.678197384E0,-3.963952637E1,4.135109070E1
4.324474600E1,9.696511269E0,6.678197384E0,-3.963952637E1,4.135109070E1
4.325473500E1,9.780694962E0,6.636274338E0,-3.960671997E1,4.133272793E1
4.326472300E1,9.804054260E0,6.545910835E0,-3.966796875E1,4.138255881E1
4.327471100E1,9.863492012E0,6.543749332E0,-3.969598389E1,4.142318514E1
4.328469900E1,9.687020302E0,6.559890270E0,-3.979100037E1,4.147522433E1
4.329468700E1,9.781027794E0,6.614544868E0,-3.973870850E1,4.145582783E1
4.330467500E1,9.761805534E0,6.532500267E0,-3.981188965E1,4.150846859E1
4.331466300E1,9.893952370E0,6.592111111E0,-3.969827271E1,4.144030741E1
4.332465100E1,9.657636642E0,6.617820740E0,-3.976148987E1,4.144926505E1
4.333463900E1,9.693436623E0,6.656171799E0,-3.959896851E1,4.130793681E1
4.334462700E1,9.634757042E0,6.636467934E0,-3.984446716E1,4.152653144E1
4.335461500E1,9.762856483E0,6.631973267E0,-3.958769226E1,4.130958502E1
4.336460400E1,9.665288925E0,6.685721397E0,-3.973240662E1,4.143405382E1
4.337459200E1,9.720907211E0,6.628263474E0,-3.970040894E1,4.140715377E1
4.338458000E1,9.748416901E0,6.541775227E0,-3.957991028E1,4.128432817E1
4.339456800E1,9.781735420E0,6.670082092E0,-3.956486511E1,4.129831588E1
4.340455600E1,9.705123901E0,6.614413738E0,-3.981285095E1,4.150907130E1
4.341454400E1,9.730400085E0,6.693812370E0,-3.969219971E1,4.141205775E1
4.342453200E1,9.598884583E0,6.630042553E0,-3.969789124E1,4.137654671E1
4.343452000E1,9.736863136E0,6.662477493E0,-3.954785156E1,4.127017898E1
4.344450800E1,9.659527779E0,6.618777275E0,-3.971411133E1,4.140441194E1
4.345449600E1,9.805722237E0,6.551967144E0,-3.960848999E1,4.132690336E1
4.346448400E1,9.792117119E0,6.668889523E0,-3.964744568E1,4.137970026E1
4.347447300E1,9.842945099E0,6.631332874E0,-3.944985962E1,4.119647519E1
4.348446100E1,9.574097633E0,6.669525623E0,-3.965219116E1,4.133330596E1
4.349444900E1,9.663591385E0,6.743752003E0,-3.962464905E1,4.133976296E1
4.350443700E1,9.736732483E0,6.667703152E0,-3.965902710E1,4.137753805E1
4.351442500E1,9.710981369E0,6.606510639E0,-3.973417664E1,4.143372944E1
4.352441300E1,9.708466530E0,6.558136940E0,-3.968643188E1,4.137966117E1
