"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.408949971E1,9.728115082E0,6.771511555E0,-3.981214905E1,4.153909970E1
1.409948871E1,9.720781326E0,6.874812126E0,-3.971813965E1,4.146428883E1
1.410947671E1,9.752118111E0,6.837275505E0,-3.973599243E1,4.148254137E1
1.411946496E1,9.853910446E0,6.729636192E0,-3.977914429E1,4.153032476E1
1.412945296E1,9.702363968E0,6.869290829E0,-3.981851196E1,4.155522732E1
1.413944096E1,9.750031471E0,6.876748085E0,-3.982054138E1,4.156955970E1
1.414942896E1,9.711146355E0,6.897067547E0,-3.991940308E1,4.165854830E1
1.415941696E1,9.624715805E0,6.952278137E0,-3.982304382E1,4.155531428E1
1.416940496E1,9.714308739E0,6.891907215E0,-3.991293335E1,4.165223197E1
1.417939296E1,9.654520988E0,6.903412342E0,-3.997576904E1,4.170046748E1
1.418938096E1,9.703764915E0,6.893118382E0,-3.992988586E1,4.166622037E1
1.419936996E1,9.602180481E0,6.894500256E0,-3.991340637E1,4.162710670E1
1.420935796E1,9.625686646E0,6.915426731E0,-4.000849915E1,4.172717309E1
1.421934596E1,9.690559387E0,6.933379173E0,-3.983297729E1,4.157697401E1
1.422933396E1,9.821599007E0,6.766747475E0,-3.984861755E1,4.159525213E1
1.423932196E1,9.732977867E0,6.975891590E0,-3.963044739E1,4.140007587E1
1.424930996E1,9.749608040E0,6.840150833E0,-3.972290039E1,4.146988469E1
1.425929796E1,9.625335693E0,6.957594395E0,-3.981221008E1,4.154596585E1
1.426928596E1,9.583722115E0,6.976076126E0,-3.984037781E1,4.156644165E1
1.427927396E1,9.656347275E0,6.849842072E0,-3.971147156E1,4.143870597E1
1.428926196E1,9.756911278E0,6.794255257E0,-4.006079102E1,4.178787143E1
1.429925096E1,9.642740250E0,6.942327499E0,-3.985867310E1,4.159197244E1
1.430923896E1,9.663690567E0,6.876336098E0,-3.987062073E1,4.159732336E1
1.431922696E1,9.643215179E0,6.890738964E0,-3.992762756E1,4.164960174E1
1.432921496E1,9.732072830E0,6.912827969E0,-3.996492004E1,4.170965435E1
1.433920296E1,9.741742134E0,6.957921028E0,-3.993612671E1,4.169182679E1
1.434919096E1,9.622332573E0,6.910618782E0,-4.010862732E1,4.182162026E1
1.435917896E1,9.523310661E0,6.975696564E0,-3.981384277E1,4.152704980E1
1.436916696E1,9.657535553E0,6.904838085E0,-3.998213196E1,4.170750122E1
1.437915496E1,9.678053856E0,7.013141632E0,-4.014346313E1,4.188491989E1
1.438914296E1,9.646757126E0,6.940274715E0,-3.993571472E1,4.166639709E1
1.439913196E1,9.806010246E0,6.929043770E0,-3.988322449E1,4.165142351E1
1.440911996E1,9.817637444E0,6.874203682E0,-4.010037231E1,4.185308281E1
1.441910796E1,9.709647179E0,6.888265610E0,-3.971217346E1,4.145819789E1
1.442909596E1,9.803453445E0,6.830286503E0,-3.988517761E1,4.163637720E1
1.443908396E1,9.688276291E0,6.984085560E0,-3.986376953E1,4.161442382E1
1.444907196E1,9.754077911E0,6.788459778E0,-4.000227356E1,4.173017028E1
1.445905996E1,9.550185204E0,6.939739227E0,-3.995872498E1,4.166612197E1
1.446904796E1,9.628725052E0,6.898992538E0,-3.984265137E1,4.156615585E1
1.447903596E1,9.578434944E0,6.862203598E0,-3.985804749E1,4.156320733E1
1.448902396E1,9.568776131E0,6.977663994E0,-3.999740601E1,4.171380777E1
1.449901196E1,9.617572784E0,6.883244991E0,-3.988279724E1,4.159945052E1
1.450900096E1,9.673508644E0,6.918211460E0,-3.994105530E1,4.167404849E1
1.451898896E1,9.673508644E0,6.918211460E0,-3.994105530E1,4.167404849E1
1.452897696E1,9.727503777E0,6.762371063E0,-3.987840271E1,4.160097348E1
1.453896496E1,9.596738815E0,7.037124634E0,-3.985911560E1,4.159768762E1
1.454895296E1,9.528771400E0,6.881774426E0,-3.990759277E1,4.160255118E1
1.455894096E1,9.648301125E0,6.913393497E0,-4.000413513E1,4.172787500E1
1.456892896E1,9.540968895E0,6.967017174E0,-4.006881714E1,4.177414898E1
1.457891696E1,9.773507118E0,6.813114166E0,-4.007714844E1,4.181049860E1
1.458890496E1,9.635670662E0,6.805476189E0,-4.008049011E1,4.178045408E1
1.459889296E1,9.604234695E0,6.823508263E0,-4.010940552E1,4.180389934E1
1.460888196E1,9.621900558E0,6.773427010E0,-4.031666565E1,4.199873585E1
1.461886996E1,9.647101402E0,6.939713001E0,-4.016993713E1,4.189093018E1
1.462885796E1,9.630105972E0,6.860239506E0,-3.997372437E1,4.168573457E1
1.463884596E1,9.776586533E0,6.794218540E0,-4.005868530E1,4.179044530E1
1.464883396E1,9.744255066E0,6.794301987E0,-3.984655762E1,4.157957672E1
1.465882196E1,9.750313759E0,6.883083820E0,-4.004833984E1,4.178893377E1
1.466880996E1,9.785997391E0,6.735442638E0,-4.002050781E1,4.174653253E1
1.467879796E1,9.870709419E0,6.797331810E0,-3.970701599E1,4.147627928E1
1.468878596E1,9.589291573E0,6.771936893E0,-3.999420166E1,4.168152839E1
1.469877396E1,9.715585709E0,6.745693684E0,-3.995805359E1,4.167184944E1
1.470876296E1,9.659366608E0,6.831261635E0,-3.992939758E1,4.164524331E1
1.471875096E1,9.649435997E0,6.896943092E0,-4.002709961E1,4.174743276E1
1.472873896E1,9.636545181E0,6.762223244E0,-4.007238770E1,4.176585833E1
1.473872696E1,9.578984261E0,6.787913799E0,-4.000050354E1,4.168780393E1
1.474871496E1,9.632987976E0,6.893338680E0,-3.989370728E1,4.161514695E1
1.475870296E1,9.725555420E0,6.766055107E0,-3.985418701E1,4.157790462E1
1.476869096E1,9.650840759E0,6.714852333E0,-4.003540039E1,4.172602609E1
1.477867896E1,9.689898491E0,6.876266956E0,-3.992974854E1,4.166007679E1
1.478866696E1,9.722158432E0,6.711430550E0,-3.999645996E1,4.170468168E1
1.479865496E1,9.788387299E0,6.757750034E0,-3.977552795E1,4.151592870E1
1.480864396E1,9.643584251E0,6.828132629E0,-3.986824036E1,4.158243261E1
1.481863196E1,9.617545128E0,6.931802273E0,-3.985058594E1,4.157663114E1
1.482861996E1,9.583094597E0,6.967595577E0,-3.990106201E1,4.162304458E1
1.483860796E1,9.640085220E0,6.930243492E0,-3.995214844E1,4.167893572E1
1.484859596E1,9.526699066E0,6.798849106E0,-3.997325134E1,4.165144856E1
1.485858396E1,9.567543983E0,6.920870304E0,-4.000480652E1,4.171116024E1
1.486857196E1,9.389525414E0,6.833918095E0,-3.998167419E1,4.163411937E1
1.487855996E1,9.592153549E0,6.777822018E0,-3.971583557E1,4.141613063E1
1.488854796E1,9.545962334E0,6.736970425E0,-3.974621582E1,4.142793550E1
1.489853596E1,9.604315758E0,6.684681892E0,-3.978469849E1,4.146986963E1
1.490852396E1,9.705675125E0,6.622784615E0,-3.997674561E1,4.166775246E1
1.491851296E1,9.494032860E0,6.677803040E0,-3.994358826E1,4.159591273E1
1.492850096E1,9.468893051E0,6.773967266E0,-3.992378235E1,4.158671621E1
1.493848896E1,9.531676292E0,6.718025684E0,-3.979508972E1,4.146846860E1
1.494847696E1,9.382639885E0,6.719810009E0,-3.998039246E1,4.161275716E1
1.495846496E1,9.630434990E0,6.773751736E0,-3.978871155E1,4.149422318E1
1.496845296E1,9.564455032E0,6.770852566E0,-3.982319641E1,4.151156727E1
1.497844096E1,9.527730942E0,6.887592793E0,-3.981095886E1,4.151058946E1
1.498842896E1,9.397322655E0,6.953205585E0,-4.006262207E1,4.173332515E1
1.499841696E1,9.448124886E0,6.744062901E0,-3.991613770E1,4.156979068E1
1.500840496E1,9.524815559E0,6.679954529E0,-4.000935364E1,4.166644072E1
1.501839396E1,9.633621216E0,6.676128387E0,-3.985000610E1,4.153793850E1
1.502838196E1,9.550810814E0,6.631899357E0,-3.994598389E1,4.160386647E1
1.503836996E1,9.517800331E0,6.789775848E0,-3.991503906E1,4.159206562E1
1.504835796E1,9.584336281E0,6.773677349E0,-3.995605469E1,4.164406936E1
1.505834596E1,9.570961952E0,6.633846760E0,-3.973278809E1,4.140417472E1
1.506833396E1,9.568913460E0,6.594988346E0,-4.001095581E1,4.166454801E1
1.507832196E1,9.497823715E0,6.635615826E0,-3.988870239E1,4.153731613E1
1.508830996E1,9.598933220E0,6.572982788E0,-4.000782776E1,4.166497214E1
1.509829796E1,9.623965263E0,6.605774403E0,-3.976951599E1,4.144721179E1
1.510828596E1,9.671140671E0,6.642375469E0,-3.976733398E1,4.146194600E1
1.511827312E1,9.628077507E0,6.743547916E0,-3.982327271E1,4.152190222E1
1.512826212E1,9.667366028E0,6.621789455E0,-3.990771484E1,4.159244842E1
1.513825012E1,9.729296684E0,6.732624054E0,-3.993894958E1,4.165461721E1
1.514823812E1,9.647205353E0,6.673980713E0,-4.005691528E1,4.173927469E1
1.515822612E1,9.534034729E0,6.729237556E0,-3.973973083E1,4.141770954E1
1.516821412E1,9.678872108E0,6.706648827E0,-3.987849426E1,4.158069274E1
1.517820212E1,9.534347534E0,6.771741390E0,-3.994795227E1,4.162450186E1
1.518819012E1,9.542173386E0,6.777517796E0,-3.993206787E1,4.161199184E1
1.519817812E1,9.681625366E0,6.663288593E0,-4.005908203E1,4.174761476E1
1.520816612E1,9.583467484E0,6.710169792E0,-3.999734497E1,4.167321481E1
1.521815412E1,9.720559120E0,6.663835049E0,-3.998988342E1,4.169036751E1
1.522814312E1,9.658756256E0,6.691494942E0,-3.999369812E1,4.168409248E1
1.523813112E1,9.597928047E0,6.927162170E0,-3.974606323E1,4.147113865E1
1.524811912E1,9.667300224E0,6.777978897E0,-3.979702759E1,4.151145741E1
1.525810712E1,9.582785606E0,6.833108902E0,-3.979685974E1,4.150073737E1
1.526809512E1,9.850264549E0,6.735447407E0,-3.996243286E1,4.170599482E1
1.527808312E1,9.616934776E0,6.868521214E0,-3.995042419E1,4.166171398E1
1.528807112E1,9.657958031E0,6.902186871E0,-3.987403870E1,4.160354911E1
1.529805912E1,9.539951324E0,6.925895214E0,-3.984039307E1,4.154799171E1
1.530804712E1,9.526210785E0,6.806355953E0,-3.985112000E1,4.153536972E1
1.531803512E1,9.578616142E0,6.930812359E0,-3.966104126E1,4.138579758E1
1.532802312E1,9.657662392E0,6.893631458E0,-3.984838867E1,4.157747801E1
1.533801212E1,9.732195854E0,6.868476391E0,-3.985786438E1,4.159977112E1
1.534800012E1,9.697922707E0,6.834518433E0,-3.989074707E1,4.161768913E1
1.535798812E1,9.697922707E0,6.834518433E0,-3.989074707E1,4.161768913E1
1.536797612E1,9.512147903E0,6.895611286E0,-3.986836243E1,4.156340620E1
1.537796412E1,9.690563202E0,6.889823914E0,-3.983975220E1,4.157622570E1
1.538795212E1,9.627771378E0,6.785009861E0,-3.971458435E1,4.142437146E1
1.539794012E1,9.710960388E0,6.765429020E0,-3.976885986E1,4.149260171E1
1.540792812E1,9.653520584E0,6.983623028E0,-3.977209473E1,4.151844131E1
1.541791612E1,9.606629372E0,6.957019806E0,-3.982392883E1,4.155277079E1
1.542790412E1,9.575905800E0,6.865744591E0,-3.979948425E1,4.150705202E1
1.543789312E1,9.520932198E0,6.859557152E0,-3.987281799E1,4.156372564E1
1.544788112E1,9.476490021E0,6.947809696E0,-3.981243896E1,4.151031461E1
1.545786912E1,9.590739250E0,6.919776917E0,-3.994984436E1,4.166360110E1
1.546785712E1,9.464373589E0,6.976814270E0,-3.984683228E1,4.154540104E1
1.547784512E1,9.658746719E0,6.921438694E0,-3.955624390E1,4.130247127E1
1.548783312E1,9.591447830E0,6.873585224E0,-3.977276611E1,4.148632268E1
1.549782112E1,9.632627487E0,6.858011723E0,-3.970991516E1,4.143304477E1
1.550780912E1,9.522917747E0,6.925963402E0,-3.968972778E1,4.139963071E1
1.551779712E1,9.705341339E0,6.797664165E0,-3.959094238E1,4.132607660E1
1.552778512E1,9.799014091E0,6.829985619E0,-3.949050903E1,4.125735915E1
1.553777312E1,9.765211105E0,6.800890923E0,-3.981019592E1,4.155073001E1
1.554776212E1,9.690934181E0,6.730913162E0,-3.972222900E1,4.143760218E1
1.555775012E1,9.854493141E0,6.705495358E0,-3.965098572E1,4.140380866E1
1.556773812E1,9.603549957E0,6.835540771E0,-3.959884644E1,4.131611584E1
1.557772612E1,9.877685547E0,6.804928303E0,-3.956672668E1,4.134490998E1
1.558771412E1,9.721341133E0,6.813484669E0,-3.974407959E1,4.147915030E1
1.559770212E1,9.765361786E0,6.755773067E0,-3.964398193E1,4.138415233E1
1.560769012E1,9.655937195E0,6.820889950E0,-3.966218567E1,4.138659970E1
1.561767812E1,9.775466919E0,6.761417389E0,-3.961744690E1,4.136204320E1
1.562766612E1,9.709124565E0,6.770350933E0,-3.951969910E1,4.125422849E1
1.563765412E1,9.838176727E0,6.852776527E0,-3.950874329E1,4.128790457E1
1.564764212E1,9.781650543E0,6.626990795E0,-3.949308777E1,4.122258696E1
1.565763112E1,9.960751534E0,6.577019215E0,-3.971624756E1,4.147112336E1
1.566761912E1,9.707551956E0,6.658224106E0,-3.970591736E1,4.141410854E1
1.567760712E1,9.863381386E0,6.689795971E0,-3.981893921E1,4.156425847E1
1.568759512E1,9.597065926E0,6.720446587E0,-3.978937531E1,4.147845783E1
1.569758312E1,9.572833061E0,6.757773876E0,-3.972162628E1,4.141393769E1
1.570757112E1,9.694297791E0,6.660340309E0,-3.980751801E1,4.150877055E1
1.571755912E1,9.730176926E0,6.638001919E0,-3.974585724E1,4.145446393E1
1.572754712E1,9.703307152E0,6.555156231E0,-3.995636749E1,4.163694929E1
1.573753512E1,9.901229858E0,6.825981617E0,-3.998366547E1,4.175310625E1
1.574752312E1,9.762273788E0,6.653597832E0,-3.999948883E1,4.170769066E1
1.575751112E1,9.968105316E0,6.649378777E0,-3.973854828E1,4.150577768E1
1.576750012E1,9.799482346E0,6.762959480E0,-3.981595612E1,4.155812600E1
1.577748812E1,9.863346100E0,6.848326683E0,-3.982601166E1,4.159683136E1
1.578747612E1,9.815131187E0,6.804146767E0,-3.956377411E1,4.132705452E1
1.579746412E1,9.835990906E0,6.662022114E0,-3.984285736E1,4.157622564E1
1.580745212E1,9.686713219E0,6.688072205E0,-3.954923248E1,4.126384026E1
1.581744012E1,9.720049858E0,6.617087364E0,-3.965901947E1,4.136548126E1
1.582742812E1,9.660461426E0,6.658298016E0,-3.973101044E1,4.142717270E1
1.583741612E1,9.717523575E0,6.779645443E0,-3.972168732E1,4.145125209E1
1.584740412E1,9.694673538E0,6.771118164E0,-3.985024261E1,4.156773475E1
1.585739212E1,9.887158394E0,6.583610535E0,-3.963143158E1,4.137330296E1
1.586738112E1,9.633018494E0,6.667251110E0,-3.975418854E1,4.144445426E1
1.587736912E1,9.696973801E0,6.613519669E0,-3.959319305E1,4.129637853E1
1.588735712E1,9.703561783E0,6.598991394E0,-3.966707611E1,4.136644444E1
1.589734512E1,9.697238922E0,6.586112499E0,-3.968090057E1,4.137616694E1
1.590733312E1,9.688889503E0,6.588025093E0,-3.962191010E1,4.131794300E1
1.591732112E1,9.799329758E0,6.619036198E0,-3.944925690E1,4.118352066E1
1.592730912E1,9.692358017E0,6.678370476E0,-3.954454803E1,4.125910464E1
1.593729712E1,9.789117813E0,6.625286102E0,-3.953571320E1,4.126492289E1
1.594728512E1,9.751607895E0,6.577036858E0,-3.969747162E1,4.140338782E1
1.595727312E1,9.863256454E0,6.676055908E0,-3.965067291E1,4.140083831E1
1.596726112E1,9.804189682E0,6.685975075E0,-3.973729706E1,4.147140190E1
1.597725012E1,9.921077728E0,6.568460464E0,-3.958811188E1,4.133752603E1
1.598723812E1,9.772069931E0,6.532623768E0,-3.953688812E1,4.124723077E1
1.599722612E1,9.803485870E0,6.620035172E0,-3.942978668E1,4.116602092E1
1.600721412E1,9.788248062E0,6.491816521E0,-3.957038116E1,4.127673131E1
1.601720212E1,9.728873253E0,6.604480267E0,-3.968807220E1,4.139339573E1
1.602719012E1,9.748761177E0,6.541423798E0,-3.969696808E1,4.139659218E1
1.603717812E1,9.889594078E0,6.639590740E0,-3.961901093E1,4.137093500E1
1.604716612E1,9.867914200E0,6.651636124E0,-3.994715118E1,4.168206906E1
1.605715412E1,9.961668968E0,6.444593430E0,-3.975470734E1,4.148740036E1
1.606714212E1,9.960276604E0,6.611213207E0,-3.977858734E1,4.153614403E1
1.607713012E1,1.005665016E1,6.568228245E0,-3.971697235E1,4.149356248E1
1.608711912E1,1.007242107E1,6.435613155E0,-3.989188385E1,4.164412540E1
1.609710712E1,9.908206940E0,6.583800793E0,-3.982869720E1,4.156734438E1
1.610709512E1,9.989010811E0,6.594908237E0,-3.993828583E1,4.169340267E1
1.611708383E1,9.916275978E0,6.602239132E0,-3.981366730E1,4.155779343E1
1.612707183E1,9.871777534E0,6.556677341E0,-3.991889191E1,4.164084462E1
1.613705983E1,9.808156967E0,6.762499332E0,-4.005464935E1,4.178882955E1
1.614704783E1,9.923050880E0,6.584201336E0,-3.993520355E1,4.167300240E1
1.615703583E1,9.801867485E0,6.647462368E0,-3.989614105E1,4.161691282E1
1.616702383E1,9.904645920E0,6.638897896E0,-3.976805878E1,4.151717084E1
1.617701183E1,9.801334381E0,6.675037384E0,-3.972274017E1,4.145501618E1
1.618699983E1,9.845482826E0,6.702832222E0,-3.988167572E1,4.162222423E1
1.619698883E1,9.845482826E0,6.702832222E0,-3.988167572E1,4.162222423E1
1.620697683E1,9.751911163E0,6.739953995E0,-3.974814606E1,4.147820953E1
1.621696483E1,9.899346352E0,6.709333420E0,-3.967087555E1,4.143417165E1
1.622695283E1,9.833971024E0,6.636836052E0,-3.969303131E1,4.142814639E1
1.623694083E1,9.876232147E0,6.576217651E0,-3.981214142E1,4.154266728E1
1.624692883E1,9.781239510E0,6.659719467E0,-3.973497772E1,4.145953406E1
1.625691683E1,9.776144981E0,6.561596870E0,-3.998648834E1,4.168389154E1
1.626690483E1,9.783711433E0,6.559388638E0,-3.979920197E1,4.150569920E1
1.627689283E1,9.985355377E0,6.415410995E0,-3.996582794E1,4.169091296E1
1.628688083E1,9.807035446E0,6.516658306E0,-3.997960663E1,4.167749664E1
1.629686883E1,1.005015373E1,6.325440407E0,-4.002567291E1,4.175010513E1
1.630685783E1,9.937999725E0,6.437115669E0,-3.997061920E1,4.168753646E1
1.631684583E1,9.762829781E0,6.462099075E0,-3.990557098E1,4.158757225E1
1.632683383E1,9.924471855E0,6.509882450E0,-3.949945831E1,4.124416223E1
1.633682183E1,9.817925453E0,6.503549576E0,-3.969707489E1,4.140707152E1
1.634680983E1,9.819355965E0,6.561490059E0,-3.968444061E1,4.140444095E1
1.635679783E1,9.910846710E0,6.522571087E0,-3.982621002E1,4.155593605E1
1.636678583E1,9.821187019E0,6.486638546E0,-4.003659821E1,4.173082062E1
1.637677383E1,9.951920509E0,6.399181366E0,-3.992235565E1,4.163874067E1
1.638676183E1,9.859970093E0,6.469368458E0,-3.978160858E1,4.149274780E1
1.639674983E1,9.890192032E0,6.543738842E0,-3.973912811E1,4.147089003E1
1.640673783E1,9.768391609E0,6.522474766E0,-3.985114288E1,4.154609176E1
1.641672683E1,9.921360970E0,6.527371407E0,-3.975977325E1,4.149553651E1
1.642671483E1,9.807237625E0,6.493233681E0,-3.966172028E1,4.136902282E1
1.643670283E1,9.729914665E0,6.610590935E0,-3.966613007E1,4.137357884E1
1.644669083E1,9.648654938E0,6.526786804E0,-3.969008636E1,4.136421695E1
1.645667883E1,9.847853661E0,6.541075706E0,-3.942945099E1,4.116366721E1
1.646666683E1,9.700593948E0,6.650351048E0,-3.966922760E1,4.137603546E1
1.647665483E1,9.771422386E0,6.534740925E0,-3.966321564E1,4.136851712E1
1.648664283E1,9.669059753E0,6.539355278E0,-3.983293915E1,4.150803446E1
1.649663083E1,9.802996635E0,6.587844372E0,-3.977922821E1,4.149560740E1
1.650661883E1,9.857739449E0,6.569320202E0,-3.970931244E1,4.143863523E1
1.651660683E1,9.932833672E0,6.528429031E0,-3.987831879E1,4.161204008E1
1.652659583E1,9.918435097E0,6.482340336E0,-3.970401764E1,4.143434696E1
1.653658383E1,9.933047295E0,6.418245316E0,-3.968195343E1,4.140672324E1
1.654657183E1,9.922076225E0,6.368565083E0,-3.956902313E1,4.128818002E1
1.655655983E1,9.965051651E0,6.485428810E0,-3.945720673E1,4.120963727E1
1.656654783E1,9.905772209E0,6.498287201E0,-3.997383881E1,4.169244354E1
1.657653583E1,9.889719963E0,6.554529190E0,-3.998743439E1,4.171047018E1
1.658652383E1,9.717339516E0,6.589835644E0,-4.005463409E1,4.173998483E1
1.659651183E1,9.787361145E0,6.653776169E0,-3.983818817E1,4.155895105E1
1.660649983E1,9.847384453E0,6.558361053E0,-3.977425385E1,4.149667877E1
1.661648783E1,9.848136902E0,6.528432369E0,-3.956922150E1,4.129563560E1
1.662647583E1,9.993719101E0,6.547553539E0,-3.964107513E1,4.140241197E1
1.663646483E1,9.971512794E0,6.620489120E0,-3.979799652E1,4.155890363E1
1.664645283E1,9.796912193E0,6.669224739E0,-3.987255096E1,4.159661486E1
1.665644083E1,9.833793640E0,6.655107021E0,-3.988356781E1,4.161361470E1
1.666642883E1,9.794000626E0,6.581314087E0,-3.977104950E1,4.148460584E1
1.667641683E1,9.968650818E0,6.494619370E0,-3.965544891E1,4.140179596E1
1.668640483E1,9.784232140E0,6.608098030E0,-3.976261139E1,4.147846939E1
1.669639283E1,1.001443577E1,6.439289570E0,-3.964244843E1,4.139175149E1
1.670638083E1,9.977660179E0,6.555978298E0,-3.959021759E1,4.135117753E1
1.671636883E1,9.951856613E0,6.512602806E0,-3.968029022E1,4.142437540E1
1.672635683E1,9.894965172E0,6.542862415E0,-3.969855499E1,4.143301404E1
1.673634483E1,1.000213528E1,6.487802029E0,-3.953351593E1,4.129204726E1
1.674633383E1,9.882607460E0,6.410630226E0,-3.953850555E1,4.125597571E1
1.675632183E1,9.868226051E0,6.444436550E0,-3.966187286E1,4.137604146E1
1.676630983E1,9.891848564E0,6.349362850E0,-3.973882294E1,4.144076646E1
1.677629783E1,9.893452644E0,6.468338013E0,-3.966284943E1,4.138673008E1
1.678628583E1,9.743857384E0,6.478741169E0,-3.978917694E1,4.147403339E1
1.679627383E1,9.914372444E0,6.588449478E0,-3.974536896E1,4.148971922E1
1.680626183E1,9.962040901E0,6.618767262E0,-3.962398529E1,4.138973966E1
1.681624983E1,9.943514824E0,6.587738037E0,-3.979660797E1,4.154565905E1
1.682623783E1,9.851459503E0,6.442216873E0,-3.997522736E1,4.167219954E1
1.683622583E1,9.849035263E0,6.503203392E0,-3.989366913E1,4.160288435E1
1.684621383E1,9.764171600E0,6.475444794E0,-3.995639801E1,4.163873406E1
1.685620283E1,9.885430336E0,6.586255550E0,-3.966185760E1,4.140245698E1
1.686619083E1,9.880382538E0,6.520532131E0,-3.976712799E1,4.149173131E1
1.687617883E1,9.950380325E0,6.509969711E0,-3.989167023E1,4.162613515E1
1.688616683E1,9.725139618E0,6.625566006E0,-3.998200226E1,4.167777549E1
1.689615483E1,9.729498863E0,6.695263386E0,-3.985153961E1,4.156482779E1
1.690614283E1,9.655986786E0,6.740367889E0,-3.991898346E1,4.161965738E1
1.691613083E1,9.679976463E0,6.669382095E0,-3.985689545E1,4.155423825E1
1.692611883E1,9.588810921E0,6.701062202E0,-3.977140045E1,4.145616750E1
1.693610683E1,9.735980988E0,6.743241787E0,-3.961386871E1,4.134633273E1
1.694609483E1,9.693071365E0,6.545419216E0,-3.991043854E1,4.158895586E1
1.695608283E1,9.770272255E0,6.594314098E0,-3.966458893E1,4.137901416E1
1.696607183E1,9.827262878E0,6.611658096E0,-3.972772980E1,4.145577925E1
1.697605983E1,9.829728127E0,6.595449924E0,-3.967024994E1,4.139869859E1
1.698604783E1,9.799068451E0,6.612385273E0,-3.972031403E1,4.144211297E1
1.699603583E1,9.827598572E0,6.631647110E0,-3.963683319E1,4.137195889E1
1.700602383E1,9.745803833E0,6.610788822E0,-3.970473480E1,4.141435967E1
1.701601183E1,9.802822113E0,6.623082161E0,-3.971924591E1,4.144368510E1
1.702599983E1,9.712018967E0,6.660562038E0,-3.984389496E1,4.154783225E1
1.703598783E1,9.824328423E0,6.565387726E0,-3.973116302E1,4.145102001E1
1.704597583E1,9.824328423E0,6.565387726E0,-3.973116302E1,4.145102001E1
1.705596383E1,9.927977562E0,6.481035233E0,-3.981250763E1,4.154039383E1
1.706595183E1,9.808299065E0,6.412839413E0,-3.960524750E1,4.130257703E1
1.707594083E1,9.736905098E0,6.420011044E0,-3.968389130E1,4.136224234E1
1.708592883E1,9.789547920E0,6.450717449E0,-3.956519318E1,4.126562147E1
1.709591683E1,9.860726357E0,6.471344471E0,-3.959456635E1,4.131394326E1
1.710590483E1,9.746695518E0,6.396261692E0,-3.962931061E1,4.130850392E1
1.711589271E1,9.829973221E0,6.450726032E0,-3.963948822E1,4.134645409E1
1.712588071E1,9.874480247E0,6.553195000E0,-3.959984589E1,4.133518500E1
1.713586871E1,9.803389549E0,6.639078140E0,-3.974393463E1,4.147003913E1
1.714585671E1,9.849864006E0,6.652572155E0,-3.964286041E1,4.138638567E1
1.715584471E1,9.923958778E0,6.413521290E0,-3.977535248E1,4.149333534E1
1.716583271E1,9.920660019E0,6.598048210E0,-3.968560028E1,4.143549933E1
1.717582071E1,1.001654625E1,6.434626102E0,-3.985663605E1,4.159671921E1
1.718580971E1,9.819130898E0,6.507623196E0,-3.997013092E1,4.166984350E1
1.719579771E1,9.885869026E0,6.467738628E0,-3.996543121E1,4.167490542E1
1.720578571E1,9.859846115E0,6.481733799E0,-3.978456879E1,4.149748609E1
1.721577371E1,9.751434326E0,6.463383198E0,-3.991687775E1,4.159594839E1
1.722576171E1,9.824270248E0,6.515141487E0,-3.957775116E1,4.129602573E1
1.723574971E1,9.884461403E0,6.359408379E0,-3.976705170E1,4.146761451E1
1.724573771E1,9.930628777E0,6.477395058E0,-3.982843781E1,4.155572756E1
1.725572571E1,9.881340027E0,6.564212799E0,-3.969518280E1,4.142990837E1
1.726571371E1,9.961483955E0,6.606005192E0,-3.961765289E1,4.138150418E1
1.727570171E1,9.963400841E0,6.613577366E0,-3.966718292E1,4.143059453E1
1.728568971E1,9.861063004E0,6.636767387E0,-3.968027496E1,4.142235467E1
1.729567771E1,1.004335690E1,6.428704262E0,-3.986116791E1,4.160660961E1
1.730566671E1,1.000057697E1,6.516234875E0,-3.985031891E1,4.159952853E1
1.731565471E1,9.981269836E0,6.532835484E0,-3.953885651E1,4.129921138E1
1.732564271E1,9.896939278E0,6.507825375E0,-3.962581635E1,4.135827026E1
1.733563071E1,9.821208000E0,6.402157784E0,-3.964203644E1,4.133926467E1
1.734561871E1,9.835272789E0,6.349279881E0,-3.979846954E1,4.148450462E1
1.735560671E1,9.971467972E0,6.408742905E0,-3.966136932E1,4.139476266E1
1.736559471E1,9.740070343E0,6.524478436E0,-3.962265778E1,4.132060985E1
1.737558271E1,9.974260330E0,6.471563339E0,-3.967198944E1,4.141538057E1
1.738557071E1,9.870841980E0,6.535764217E0,-3.956481171E1,4.129799100E1
1.739555871E1,9.946998596E0,6.490483761E0,-3.956345367E1,4.130782041E1
1.740554771E1,9.959405899E0,6.501327991E0,-3.942870331E1,4.118348791E1
1.741553571E1,1.004125977E1,6.499927521E0,-3.963452911E1,4.140014316E1
1.742552371E1,9.978701591E0,6.574882030E0,-3.958023834E1,4.134487666E1
1.743551171E1,1.008613586E1,6.538982391E0,-3.965325165E1,4.143511547E1
1.744549971E1,1.008874607E1,6.462625027E0,-3.973738861E1,4.150431752E1
1.745548771E1,9.984957695E0,6.645098686E0,-3.970922089E1,4.148106725E1
1.746547571E1,9.784637451E0,6.594487190E0,-3.953760529E1,4.126073949E1
1.747546371E1,1.003165722E1,6.571000576E0,-3.950669098E1,4.128669068E1
