"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.970551394E2,4.133898053E1,1.982279680E1,1.182813506E2,1.591128247E2,2.572977501E-1,NaN,1.331340353E-1,6.435482995E0,5.789560827E0,-1.000000000E0
2.980551407E2,4.133897458E1,1.982280159E1,1.181842863E2,1.590157621E2,6.213823913E-1,NaN,1.336322124E-1,6.435490956E0,5.971488287E0,-1.000000000E0
2.990551441E2,4.133897017E1,1.982280263E1,1.191809300E2,1.600123933E2,1.429470003E0,1.704630232E2,1.343229858E-1,6.435498758E0,6.066865278E0,-1.000000000E0
3.000551475E2,4.133897618E1,1.982280053E1,1.189961956E2,1.598276722E2,5.466305441E-1,NaN,1.346918398E-1,6.673919600E0,6.009171195E0,-1.000000000E0
3.010551504E2,4.133897890E1,1.982279801E1,1.191184647E2,1.599499387E2,2.314156863E-1,NaN,1.352385259E-1,6.673926995E0,5.988970846E0,-1.000000000E0
3.020551547E2,4.133898299E1,1.982279437E1,1.190772156E2,1.599086866E2,2.090584553E-1,NaN,1.355687035E-1,6.673934620E0,6.447894250E0,-1.000000000E0
3.030551584E2,4.133898593E1,1.982279383E1,1.190595938E2,1.598910740E2,7.572543407E-1,NaN,1.357127553E-1,6.673942046E0,6.625454091E0,-1.000000000E0
3.040551622E2,4.133898479E1,1.982279464E1,1.188485037E2,1.596799836E2,3.312377119E-1,NaN,1.361459317E-1,6.673949445E0,6.424412483E0,-1.000000000E0
3.050551871E2,4.133898807E1,1.982279185E1,1.191393698E2,1.599708479E2,3.814724271E-1,NaN,1.365069099E-1,6.673956878E0,6.106015218E0,-1.000000000E0
3.060551716E2,4.133898543E1,1.982279437E1,1.189244587E2,1.597559398E2,8.462276672E-2,NaN,1.365907664E-1,6.673964348E0,5.941525008E0,-1.000000000E0
3.070551765E2,4.133898469E1,1.982279454E1,1.188444136E2,1.596758925E2,5.130612032E-2,NaN,1.366271647E-1,6.673971814E0,6.109455894E0,-1.000000000E0
3.080551811E2,4.133898454E1,1.982279493E1,1.186824639E2,1.595139443E2,6.226136356E-2,NaN,1.369704900E-1,6.673979271E0,6.029102973E0,-1.000000000E0
3.090551862E2,4.133898737E1,1.982279328E1,1.186796708E2,1.595111539E2,2.337161203E-1,NaN,1.369876386E-1,6.673986671E0,5.977080896E0,-1.000000000E0
3.100551916E2,4.133898743E1,1.982279347E1,1.185488315E2,1.593803159E2,1.408910432E-1,NaN,1.371478051E-1,6.673994123E0,5.327405588E0,-1.000000000E0
3.110551980E2,4.133898617E1,1.982279441E1,1.183759695E2,1.592074538E2,2.242221235E-1,NaN,1.371892369E-1,6.674001695E0,5.691173823E0,-1.000000000E0
3.120552037E2,4.133898652E1,1.982279458E1,1.181404068E2,1.589718935E2,1.296807349E-1,NaN,1.375999190E-1,6.674009269E0,5.842764136E0,-1.000000000E0
3.130552102E2,4.133898316E1,1.982279663E1,1.179900030E2,1.588214871E2,1.597500377E-1,NaN,1.377354554E-1,6.674016760E0,6.141480853E0,-1.000000000E0
3.140552155E2,4.133898404E1,1.982279550E1,1.182126670E2,1.590441485E2,1.765095660E-1,NaN,1.385641653E-1,6.674024278E0,6.090023189E0,-1.000000000E0
3.150552219E2,4.133899028E1,1.982279008E1,1.183515997E2,1.591830773E2,2.608348378E-1,NaN,1.390462874E-1,6.674031811E0,6.367991379E0,-1.000000000E0
3.160552284E2,4.133898731E1,1.982279429E1,1.188525956E2,1.596840840E2,9.141510049E-1,NaN,1.391180980E-1,6.674039342E0,5.805760715E0,-1.000000000E0
3.170552348E2,4.133898691E1,1.982279361E1,1.187848063E2,1.596162893E2,4.590778958E-1,NaN,1.393604003E-1,6.674046863E0,5.462476767E0,-1.000000000E0
3.180552413E2,4.133898905E1,1.982279308E1,1.187254619E2,1.595569509E2,9.512591450E-2,NaN,1.394495034E-1,6.674054402E0,6.492380056E0,-1.000000000E0
3.190552480E2,4.133898985E1,1.982279298E1,1.189707539E2,1.598022456E2,1.288321979E-1,NaN,1.394858469E-1,6.674061880E0,7.034452476E0,-1.000000000E0
3.200552547E2,4.133898980E1,1.982279255E1,1.195106163E2,1.603421053E2,3.704961725E-1,NaN,1.399282282E-1,6.674069480E0,7.478599701E0,-1.000000000E0
3.210552620E2,4.133899296E1,1.982278934E1,1.196253991E2,1.604568837E2,3.058285622E-1,NaN,1.402685107E-1,6.674077007E0,7.844935968E0,-1.000000000E0
3.220552691E2,4.133899554E1,1.982278715E1,1.199483160E2,1.607797992E2,4.737848547E-1,NaN,1.405112294E-1,6.674084619E0,7.653658458E0,-1.000000000E0
3.230552758E2,4.133899373E1,1.982278876E1,1.197702989E2,1.606017835E2,5.424673431E-1,NaN,1.412136874E-1,6.674092123E0,6.075371517E0,-1.000000000E0
3.240552838E2,4.133899934E1,1.982278490E1,1.199470292E2,1.607785157E2,4.675220243E-1,NaN,1.412969206E-1,6.674099559E0,5.897377363E0,-1.000000000E0
3.250552903E2,4.133900008E1,1.982278497E1,1.195912915E2,1.604227815E2,2.868649047E-1,NaN,1.414649531E-1,6.674107134E0,6.918659459E0,-1.000000000E0
3.260552984E2,4.133899859E1,1.982278528E1,1.197138177E2,1.605453032E2,7.298210164E-1,NaN,1.418884531E-1,6.674114736E0,6.599757737E0,-1.000000000E0
3.270553056E2,4.133900143E1,1.982278190E1,1.194981330E2,1.603296117E2,1.304392357E-1,NaN,1.427214755E-1,6.674122194E0,7.179539601E0,-1.000000000E0
3.280553133E2,4.133900140E1,1.982277192E1,1.202231674E2,1.610545911E2,1.255345892E0,3.055601488E2,1.430577602E-1,6.479114911E0,7.562834264E0,-1.000000000E0
3.290553201E2,4.133899928E1,1.982277480E1,1.199823473E2,1.608137780E2,5.704282236E-1,NaN,1.431125107E-1,6.552377924E0,7.965800721E0,-1.000000000E0
3.300553287E2,4.133899880E1,1.982277466E1,1.198148168E2,1.606462447E2,1.829907007E-1,NaN,1.433328442E-1,6.552385609E0,8.055268330E0,-1.000000000E0
3.310553358E2,4.133899877E1,1.982277202E1,1.193444271E2,1.601758404E2,1.051959477E0,2.862176819E2,1.435682421E-1,6.552393234E0,7.910839535E0,-1.000000000E0
3.320553445E2,4.133899735E1,1.982276992E1,1.197111643E2,1.605425601E2,1.390834034E0,2.701901912E2,1.447515038E-1,6.552850261E0,6.940688855E0,-1.000000000E0
3.330553517E2,4.133900787E1,1.982277207E1,1.197423576E2,1.605738089E2,2.131822490E0,3.358935660E2,1.453370060E-1,6.750768005E0,7.328778911E0,-1.000000000E0
3.340553595E2,4.133900311E1,1.982277507E1,1.195909584E2,1.604224064E2,4.463597049E-1,NaN,1.456650337E-1,6.838036889E0,7.482794098E0,-1.000000000E0
3.350553674E2,4.133900143E1,1.982277830E1,1.190177389E2,1.598491978E2,4.073793561E-1,NaN,1.460768419E-1,6.838044211E0,7.481952244E0,-1.000000000E0
3.360553745E2,4.133899868E1,1.982278161E1,1.189465730E2,1.597780387E2,6.024757355E-1,NaN,1.462129521E-1,6.838051467E0,6.584700412E0,-1.000000000E0
3.370553820E2,4.133899831E1,1.982278317E1,1.187305639E2,1.595620367E2,1.274950206E-1,NaN,1.464735886E-1,6.838058684E0,7.011259733E0,-1.000000000E0
3.380553907E2,4.133899649E1,1.982278513E1,1.184873634E2,1.593188394E2,1.221958186E-1,NaN,1.472167689E-1,6.838066086E0,7.080118965E0,-1.000000000E0
3.390553977E2,4.133899099E1,1.982279018E1,1.189335772E2,1.597650581E2,2.933712577E-1,NaN,1.479327835E-1,6.838073295E0,7.577763995E0,-1.000000000E0
3.400554061E2,4.133898544E1,1.982279453E1,1.191978066E2,1.600292886E2,3.424019252E-1,NaN,1.481622919E-1,6.838080668E0,7.804714396E0,-1.000000000E0
3.410554135E2,4.133898732E1,1.982279340E1,1.190623839E2,1.598938674E2,9.183091498E-2,NaN,1.486781333E-1,6.838087856E0,7.789449071E0,-1.000000000E0
3.420554223E2,4.133898349E1,1.982279688E1,1.189580661E2,1.597895529E2,2.823047433E-1,NaN,1.487202353E-1,6.838095040E0,7.583898799E0,-1.000000000E0
3.430554301E2,4.133898311E1,1.982279680E1,1.189468130E2,1.597782978E2,3.700221986E-1,NaN,1.488048127E-1,6.838102267E0,7.435740500E0,-1.000000000E0
3.440554374E2,4.133898255E1,1.982279748E1,1.186988852E2,1.595303714E2,4.439637042E-2,NaN,1.488394929E-1,6.838109569E0,7.508831966E0,-1.000000000E0
3.450554466E2,4.133898253E1,1.982279706E1,1.189646444E2,1.597961283E2,2.784890539E-1,NaN,1.495155164E-1,6.838116875E0,7.135931874E0,-1.000000000E0
3.460554539E2,4.133898601E1,1.982279042E1,1.193394909E2,1.601709526E2,1.329781494E0,3.004234760E2,1.500499768E-1,6.838124159E0,6.106746262E0,-1.000000000E0
3.470554619E2,4.133898421E1,1.982279636E1,1.191373155E2,1.599688024E2,3.338459346E-1,NaN,1.508942008E-1,6.896010071E0,5.809817505E0,-1.000000000E0
3.480554700E2,4.133897696E1,1.982279938E1,1.204173764E2,1.612488499E2,1.247561704E0,1.727356607E2,1.516020351E-1,6.896017342E0,5.822843052E0,-1.000000000E0
3.490554782E2,4.133898323E1,1.982279790E1,1.203112670E2,1.611427583E2,5.692506231E-1,NaN,1.518511471E-1,7.087073164E0,5.866778127E0,-1.000000000E0
3.500554862E2,4.133898524E1,1.982279658E1,1.203965589E2,1.612280512E2,3.819784782E-1,NaN,1.521289199E-1,7.087080160E0,6.160348267E0,-1.000000000E0
3.510554950E2,4.133898750E1,1.982279516E1,1.204276347E2,1.612591286E2,2.808773494E-1,NaN,1.523961144E-1,7.087087153E0,6.408962716E0,-1.000000000E0
3.520555030E2,4.133898565E1,1.982279311E1,1.208178234E2,1.616492984E2,9.065743273E-1,2.152909197E2,1.529640844E-1,7.087094172E0,6.502529818E0,-1.000000000E0
3.530555111E2,4.133899045E1,1.982279543E1,1.205123929E2,1.613439005E2,5.346372760E-1,NaN,1.532818611E-1,7.199767455E0,5.974558929E0,-1.000000000E0
3.540555187E2,4.133899329E1,1.982279587E1,1.203076121E2,1.611391340E2,3.057253767E-1,NaN,1.543716468E-1,7.199774308E0,6.430831845E0,-1.000000000E0
3.550555276E2,4.133900047E1,1.982278698E1,1.205172688E2,1.613487714E2,1.760246680E0,3.082620225E2,1.552036519E-1,7.199781089E0,6.706059231E0,-1.000000000E0
3.560555350E2,4.133899626E1,1.982279522E1,1.203603750E2,1.611919055E2,4.849152841E-1,NaN,1.553016395E-1,7.339949279E0,7.227910521E0,-1.000000000E0
3.570555434E2,4.133899548E1,1.982279467E1,1.201738627E2,1.610053870E2,2.004114050E-1,NaN,1.555021735E-1,7.339955935E0,7.646616618E0,-1.000000000E0
3.580555514E2,4.133899479E1,1.982279689E1,1.199429092E2,1.607744428E2,1.047779258E-1,NaN,1.556754655E-1,7.339962612E0,7.669859904E0,-1.000000000E0
3.590555599E2,4.133899409E1,1.982279874E1,1.197984259E2,1.606299668E2,9.504729519E-2,NaN,1.569332809E-1,7.339969367E0,7.936131066E0,-1.000000000E0
3.600555687E2,4.133900020E1,1.982281143E1,1.197099949E2,1.605416309E2,4.581901871E-2,NaN,1.570069787E-1,7.063882929E0,8.151147024E0,-1.000000000E0
3.610555772E2,4.133900056E1,1.982281216E1,1.195608778E2,1.603925194E2,2.506578150E-2,NaN,1.570829541E-1,7.063889978E0,8.508760580E0,-1.000000000E0
3.620555847E2,4.133900021E1,1.982281295E1,1.193456614E2,1.601773058E2,1.126001772E-1,NaN,1.571175896E-1,7.063897049E0,8.656301433E0,-1.000000000E0
3.630555928E2,4.133900001E1,1.982281263E1,1.191920933E2,1.600237352E2,5.337453134E-2,NaN,1.576954700E-1,7.063904027E0,8.754705434E0,-1.000000000E0
3.640556020E2,4.133899492E1,1.982281124E1,1.187897096E2,1.596213228E2,1.322432710E0,1.976379994E2,1.582886883E-1,7.063911234E0,8.402258640E0,-1.000000000E0
3.650556097E2,4.133900025E1,1.982281092E1,1.190736928E2,1.599053263E2,4.732386823E-1,NaN,1.582986763E-1,7.076974438E0,7.996590021E0,-1.000000000E0
3.660556179E2,4.133900021E1,1.982281081E1,1.190427457E2,1.598743784E2,2.776644063E-1,NaN,1.584027895E-1,7.076981460E0,7.290397462E0,-1.000000000E0
3.670556258E2,4.133900114E1,1.982281063E1,1.187999275E2,1.596315631E2,5.431290069E-2,NaN,1.585329944E-1,7.076988457E0,7.389982231E0,-1.000000000E0
3.680556345E2,4.133900099E1,1.982281218E1,1.186819689E2,1.595136123E2,4.945817319E-2,NaN,1.587789639E-1,7.076995539E0,7.809374370E0,-1.000000000E0
3.690556428E2,4.133899913E1,1.982281378E1,1.186574018E2,1.594890463E2,4.228914054E-1,NaN,1.588197152E-1,7.077002561E0,8.232477053E0,-1.000000000E0
3.700556506E2,4.133899906E1,1.982281426E1,1.184121354E2,1.592437823E2,2.439540324E-1,NaN,1.589745898E-1,7.077009508E0,8.298743715E0,-1.000000000E0
3.710556589E2,4.133900042E1,1.982281387E1,1.182817817E2,1.591134321E2,3.120529923E-1,NaN,1.592495438E-1,7.077016521E0,8.497841639E0,-1.000000000E0
3.720556674E2,4.133899796E1,1.982281414E1,1.187576891E2,1.595893308E2,4.980202129E-1,NaN,1.592871639E-1,7.077023590E0,8.169754526E0,-1.000000000E0
3.730556762E2,4.133899818E1,1.982281449E1,1.185904911E2,1.594221356E2,8.591914388E-2,NaN,1.594533201E-1,7.077030578E0,8.058060819E0,-1.000000000E0
3.740556841E2,4.133899885E1,1.982281626E1,1.178604253E2,1.586920823E2,4.799292983E-1,NaN,1.595049279E-1,7.077037663E0,8.230607086E0,-1.000000000E0
3.750556927E2,4.133899839E1,1.982281631E1,1.179465477E2,1.587782031E2,3.550688774E-1,NaN,1.595912976E-1,7.077044699E0,8.522167483E0,-1.000000000E0
3.760557003E2,4.133899765E1,1.982281597E1,1.184841010E2,1.593157514E2,5.573325103E-1,NaN,1.596850347E-1,7.077051650E0,8.436822617E0,-1.000000000E0
3.770557096E2,4.133899815E1,1.982281506E1,1.186490087E2,1.594806563E2,2.294290681E-1,NaN,1.597969156E-1,7.077048695E0,8.551236591E0,-1.000000000E0
3.780557173E2,4.133899911E1,1.982281466E1,1.186456976E2,1.594773468E2,6.481758575E-2,NaN,1.598785794E-1,7.077055596E0,8.286292458E0,-1.000000000E0
3.790557252E2,4.133899877E1,1.982281553E1,1.188891966E2,1.597208493E2,1.167060903E-1,NaN,1.602187082E-1,7.077062592E0,8.496998109E0,-1.000000000E0
3.800557351E2,4.133899763E1,1.982281931E1,1.174441391E2,1.582758079E2,7.811110570E-1,1.059131599E2,1.608118885E-1,7.077069554E0,8.673230658E0,-1.000000000E0
3.810557424E2,4.133900090E1,1.982281369E1,1.176272006E2,1.584588520E2,2.331807836E-1,NaN,1.608892127E-1,7.184572607E0,8.751380893E0,-1.000000000E0
3.820557505E2,4.133900041E1,1.982281304E1,1.179101004E2,1.587417461E2,2.160775238E-1,NaN,1.613597833E-1,7.184579508E0,8.674220735E0,-1.000000000E0
3.830557590E2,4.133900406E1,1.982281020E1,1.178556869E2,1.586873322E2,1.080878888E0,3.363728767E2,1.618853278E-1,7.184586236E0,8.512253972E0,-1.000000000E0
3.840557671E2,4.133899980E1,1.982281294E1,1.179671927E2,1.587988355E2,1.746555841E-1,NaN,1.619494598E-1,7.352137610E0,8.518388888E0,-1.000000000E0
3.850557761E2,4.133899998E1,1.982281221E1,1.181799987E2,1.590116381E2,4.261308742E-2,NaN,1.625553302E-1,7.352144238E0,8.552635480E0,-1.000000000E0
3.860557842E2,4.133899470E1,1.982281399E1,1.181929293E2,1.590245567E2,1.457046486E0,1.540827502E2,1.630783374E-1,7.352150943E0,8.609772070E0,-1.000000000E0
3.870557922E2,4.133899926E1,1.982281245E1,1.187210717E2,1.595527095E2,3.033758015E-1,NaN,1.631564782E-1,7.471627838E0,8.889362121E0,-1.000000000E0
3.880553174E2,4.133899987E1,1.982281200E1,1.187666947E2,1.595983325E2,2.886449278E-1,NaN,1.631744389E-1,7.471634296E0,9.004012973E0,-1.000000000E0
3.890553116E2,4.133899979E1,1.982281182E1,1.187175492E2,1.595491857E2,1.035614513E-1,NaN,1.633266116E-1,7.471640826E0,9.111813348E0,-1.000000000E0
3.900553104E2,4.133899842E1,1.982281171E1,1.191217865E2,1.599534167E2,1.975481952E-1,NaN,1.634620105E-1,7.471647395E0,9.351959373E0,-1.000000000E0
3.910553002E2,4.133899963E1,1.982281157E1,1.185922447E2,1.594238792E2,3.312474086E-1,NaN,1.640943028E-1,7.471653917E0,9.533277320E0,-1.000000000E0
3.920552826E2,4.133900258E1,1.982281805E1,1.183360840E2,1.591677663E2,4.938510028E-1,NaN,1.646225854E-1,7.158779826E0,9.405904153E0,-1.000000000E0
3.930552708E2,4.133899800E1,1.982281975E1,1.180310061E2,1.588626788E2,1.019542552E0,1.580112605E2,1.654628721E-1,7.158786746E0,8.088188544E0,-1.000000000E0
3.940552486E2,4.133900505E1,1.982281614E1,1.180606424E2,1.588923245E2,4.393427646E-1,NaN,1.655327811E-1,7.372207519E0,8.096335687E0,-1.000000000E0
3.950552279E2,4.133900568E1,1.982281603E1,1.183736883E2,1.592053723E2,4.016502418E-2,NaN,1.656712380E-1,7.372214085E0,8.267126869E0,-1.000000000E0
3.960552120E2,4.133900667E1,1.982281502E1,1.182813459E2,1.591130285E2,1.237868490E-1,NaN,1.658557678E-1,7.372220737E0,8.564445141E0,-1.000000000E0
3.970551898E2,4.133900618E1,1.982281714E1,1.186448493E2,1.594765415E2,4.464822227E-1,NaN,1.659747376E-1,7.372227460E0,8.788260503E0,-1.000000000E0
3.980551676E2,4.133900517E1,1.982281761E1,1.189704527E2,1.598021433E2,3.809031471E-1,NaN,1.663082717E-1,7.372233972E0,8.852705643E0,-1.000000000E0
3.990551521E2,4.133900321E1,1.982282064E1,1.189550409E2,1.597867401E2,9.354125623E-1,1.306331462E2,1.668419390E-1,7.372240576E0,8.146322718E0,-1.000000000E0
4.000551322E2,4.133900556E1,1.982281506E1,1.188147799E2,1.596464581E2,1.321740444E-1,NaN,1.669824141E-1,7.538178245E0,8.240147222E0,-1.000000000E0
4.010551108E2,4.133900652E1,1.982281396E1,1.189619224E2,1.597935985E2,1.386515322E-1,NaN,1.670616348E-1,7.538184650E0,8.368271475E0,-1.000000000E0
4.020550990E2,4.133900661E1,1.982281302E1,1.187719157E2,1.596035870E2,6.651866874E-2,NaN,1.678440815E-1,7.538191147E0,8.430491544E0,-1.000000000E0
4.030550886E2,4.133901010E1,1.982280488E1,1.186912908E2,1.595229318E2,1.422083371E0,2.919927131E2,1.684131205E-1,7.538197561E0,7.096754032E0,-1.000000000E0
4.040550778E2,4.133900952E1,1.982281165E1,1.183303287E2,1.591620046E2,4.465525247E-1,NaN,1.686974966E-1,7.743135436E0,7.453792825E0,-1.000000000E0
4.050550678E2,4.133901174E1,1.982280996E1,1.185957294E2,1.594274051E2,2.770263553E-1,NaN,1.688049058E-1,7.743141660E0,7.998147188E0,-1.000000000E0
4.060550597E2,4.133901137E1,1.982280876E1,1.187008025E2,1.595324701E2,2.699495130E-1,NaN,1.689233480E-1,7.743147848E0,8.389505286E0,-1.000000000E0
4.070550517E2,4.133901122E1,1.982281017E1,1.186704491E2,1.595021238E2,8.919715078E-2,NaN,1.691215913E-1,7.743154050E0,8.751599181E0,-1.000000000E0
4.080550445E2,4.133901019E1,1.982281210E1,1.186486018E2,1.594802829E2,5.366305112E-2,NaN,1.691731875E-1,7.743160324E0,9.132374506E0,-1.000000000E0
4.090550389E2,4.133900978E1,1.982281240E1,1.187926283E2,1.596243094E2,1.025823538E-1,NaN,1.692425632E-1,7.743166646E0,9.316104323E0,-1.000000000E0
4.100550333E2,4.133900999E1,1.982281162E1,1.191046302E2,1.599363079E2,3.671200298E-1,NaN,1.693485088E-1,7.743172874E0,8.793887810E0,-1.000000000E0
4.110550292E2,4.133900921E1,1.982281234E1,1.189898827E2,1.598215611E2,1.032766015E-1,NaN,1.694379843E-1,7.743178973E0,9.296253220E0,-1.000000000E0
4.120550255E2,4.133900874E1,1.982281322E1,1.191528677E2,1.599845490E2,1.145441287E-1,NaN,1.699212084E-1,7.743185134E0,9.464926887E0,-1.000000000E0
4.130550218E2,4.133900442E1,1.982281384E1,1.191987431E2,1.600304099E2,1.071856784E0,1.726258176E2,1.706684906E-1,7.743191269E0,8.756284114E0,-1.000000000E0
4.140550190E2,4.133901108E1,1.982281262E1,1.188525534E2,1.596842411E2,2.217210689E-1,NaN,1.707767393E-1,7.897035046E0,9.048450337E0,-1.000000000E0
4.150550171E2,4.133901102E1,1.982281391E1,1.188244530E2,1.596561475E2,1.068293841E-1,NaN,1.708012411E-1,7.897041013E0,9.180829325E0,-1.000000000E0
4.160550150E2,4.133901117E1,1.982281412E1,1.185905618E2,1.594222581E2,8.097401653E-2,NaN,1.708569604E-1,7.897046940E0,9.391774985E0,-1.000000000E0
4.170550144E2,4.133901080E1,1.982281368E1,1.190669081E2,1.598986004E2,6.867270517E-2,NaN,1.710103733E-1,7.897053055E0,9.478658697E0,-1.000000000E0
4.180550131E2,4.133901025E1,1.982281536E1,1.190550262E2,1.598867255E2,3.580584350E-2,NaN,1.711458601E-1,7.897059022E0,9.551504369E0,-1.000000000E0
4.190550140E2,4.133900997E1,1.982281694E1,1.191612799E2,1.599929868E2,3.044336574E-2,NaN,1.712964552E-1,7.897065048E0,9.523755071E0,-1.000000000E0
4.200550132E2,4.133900988E1,1.982281874E1,1.191147142E2,1.599464306E2,1.303276580E-1,NaN,1.714018476E-1,7.897071040E0,9.483407138E0,-1.000000000E0
4.210550143E2,4.133900893E1,1.982281871E1,1.191848352E2,1.600165474E2,2.910796395E-1,NaN,1.714746968E-1,7.897076974E0,9.230582208E0,-1.000000000E0
4.220550145E2,4.133900958E1,1.982281868E1,1.191796485E2,1.600113633E2,5.161174908E-2,NaN,1.734989300E-1,7.897083078E0,9.167009048E0,-1.000000000E0
4.230550158E2,4.133902643E1,1.982282788E1,1.189492910E2,1.597811262E2,4.117114433E0,2.379403040E1,1.747596200E-1,7.897089130E0,8.915617618E0,-1.000000000E0
4.240550171E2,4.133901510E1,1.982282748E1,1.190250855E2,1.598568715E2,1.313504733E0,3.329355992E2,1.756266933E-1,7.610457965E0,8.343105632E0,-1.000000000E0
4.250550179E2,4.133900763E1,1.982283046E1,1.189978374E2,1.598296089E2,1.771564992E-1,NaN,1.758345358E-1,7.789329340E0,8.013329445E0,-1.000000000E0
4.260550194E2,4.133900580E1,1.982283101E1,1.192154556E2,1.600472226E2,1.561525437E-1,NaN,1.763456922E-1,7.789335499E0,7.514999639E0,-1.000000000E0
4.270550218E2,4.133900157E1,1.982283339E1,1.194093037E2,1.602410663E2,3.390794989E-1,NaN,1.765894248E-1,7.789341673E0,7.526625087E0,-1.000000000E0
4.280550246E2,4.133899955E1,1.982283452E1,1.194413010E2,1.602730614E2,2.243973209E-1,NaN,1.766892480E-1,7.789347880E0,7.899199082E0,-1.000000000E0
4.290550271E2,4.133899873E1,1.982283501E1,1.193551819E2,1.601869415E2,6.489875882E-2,NaN,1.767412027E-1,7.789354004E0,8.347387312E0,-1.000000000E0
4.300550295E2,4.133899870E1,1.982283563E1,1.188702072E2,1.597019701E2,3.253443726E-1,NaN,1.768878041E-1,7.789360179E0,8.492520716E0,-1.000000000E0
4.310550327E2,4.133899907E1,1.982283394E1,1.188437305E2,1.596754857E2,1.091000419E-1,NaN,1.769069326E-1,7.789366313E0,7.949866318E0,-1.000000000E0
4.320550370E2,4.133899895E1,1.982283378E1,1.187652035E2,1.595969574E2,1.062955685E-1,NaN,1.769233657E-1,7.789372539E0,8.158581769E0,-1.000000000E0
4.330550392E2,4.133899909E1,1.982283370E1,1.186648158E2,1.594965698E2,2.042928862E-1,NaN,1.770178543E-1,7.789378774E0,7.555705012E0,-1.000000000E0
4.340550437E2,4.133899858E1,1.982283279E1,1.187063059E2,1.595380528E2,8.751453813E-2,NaN,1.771110974E-1,7.789384902E0,7.846830443E0,-1.000000000E0
4.350550467E2,4.133899777E1,1.982283309E1,1.186072405E2,1.594389856E2,1.405444419E-1,NaN,1.771734221E-1,7.789391142E0,8.142006339E0,-1.000000000E0
4.360550500E2,4.133899722E1,1.982283298E1,1.186265441E2,1.594582864E2,4.313826122E-2,NaN,1.776991820E-1,7.789397318E0,8.460946748E0,-1.000000000E0
4.370550539E2,4.133899940E1,1.982283857E1,1.184591839E2,1.592909659E2,9.884378818E-1,6.682042070E1,1.783130708E-1,7.789403504E0,7.575027088E0,-1.000000000E0
4.380550590E2,4.133899683E1,1.982283207E1,1.184103589E2,1.592420945E2,1.624546408E-1,NaN,1.783702231E-1,7.924415962E0,8.451987866E0,-1.000000000E0
4.390550624E2,4.133899640E1,1.982283245E1,1.185015962E2,1.593333322E2,2.529285849E-1,NaN,1.783947000E-1,7.924421929E0,8.754174502E0,-1.000000000E0
4.400550665E2,4.133899619E1,1.982283236E1,1.184893757E2,1.593211103E2,1.445068725E-1,NaN,1.784065165E-1,7.924427956E0,8.954452588E0,-1.000000000E0
4.410550708E2,4.133899630E1,1.982283236E1,1.185983024E2,1.594300375E2,4.698011487E-2,NaN,1.785110910E-1,7.924434023E0,8.985924386E0,-1.000000000E0
4.420550753E2,4.133899704E1,1.982283159E1,1.185909071E2,1.594226411E2,3.206916249E-1,NaN,1.787595002E-1,7.924440104E0,9.138316107E0,-1.000000000E0
4.430550797E2,4.133899530E1,1.982283346E1,1.185699537E2,1.594016907E2,3.655250639E-1,NaN,1.788584318E-1,7.924446153E0,9.283792473E0,-1.000000000E0
4.440550843E2,4.133899562E1,1.982283456E1,1.186610885E2,1.594928329E2,4.698984924E-1,NaN,1.791459171E-1,7.924452095E0,8.306769401E0,-1.000000000E0
4.450550891E2,4.133899313E1,1.982283545E1,1.187732989E2,1.596050378E2,2.149573215E-1,NaN,1.792802325E-1,7.924458180E0,8.338875953E0,-1.000000000E0
4.460550942E2,4.133899279E1,1.982283390E1,1.188772453E2,1.597089743E2,1.401935568E-1,NaN,1.799100924E-1,7.924464258E0,7.972717106E0,-1.000000000E0
4.470550992E2,4.133899818E1,1.982283621E1,1.186710208E2,1.595027849E2,1.037054225E0,2.339286447E1,1.804674013E-1,7.924470256E0,6.865357788E0,-1.000000000E0
4.480551039E2,4.133899482E1,1.982283127E1,1.185453173E2,1.593770402E2,4.573818859E-1,NaN,1.806146914E-1,8.100089230E0,6.836109910E0,-1.000000000E0
4.490551089E2,4.133899362E1,1.982283204E1,1.186561217E2,1.594878439E2,1.136734778E-1,NaN,1.808280359E-1,8.100095068E0,7.839539644E0,-1.000000000E0
4.500551147E2,4.133899212E1,1.982283362E1,1.185789509E2,1.594106756E2,5.905720441E-2,NaN,1.810130613E-1,8.100100846E0,8.377467104E0,-1.000000000E0
4.510551199E2,4.133899046E1,1.982283344E1,1.186471274E2,1.594788442E2,8.731948333E-2,NaN,1.817647237E-1,8.100106633E0,8.899695479E0,-1.000000000E0
4.520551252E2,4.133899701E1,1.982283567E1,1.184605321E2,1.592922884E2,1.123897397E0,2.206642826E1,1.827980195E-1,8.100112439E0,7.569760150E0,-1.000000000E0
4.530551301E2,4.133899037E1,1.982282701E1,1.187959096E2,1.596275907E2,5.192817041E-1,NaN,1.840196219E-1,8.297919388E0,7.388309640E0,-1.000000000E0
4.540551345E2,4.133899012E1,1.982281239E1,1.184026511E2,1.592342507E2,1.712239245E0,2.719268453E2,1.852616991E-1,8.297925003E0,6.609659685E0,-1.000000000E0
