"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.826122593E2,4.133744398E1,1.982110027E1,1.187133435E2,1.595291237E2,9.810591224E-1,1.543369549E2,3.842749752E-1,1.424595448E1,1.049791035E1,-1.000000000E0
2.836122599E2,4.133744526E1,1.982109811E1,1.191066655E2,1.599224391E2,6.246563671E-1,1.618149492E2,3.846184371E-1,1.424595454E1,9.585713088E0,-1.000000000E0
2.846122618E2,4.133744471E1,1.982109406E1,1.187995800E2,1.596153291E2,4.608245399E-1,1.727322851E2,3.858439253E-1,1.424595454E1,9.221443893E0,-1.000000000E0
2.856122630E2,4.133743406E1,1.982109030E1,1.182731773E2,1.590888616E2,8.781283389E-1,1.802848400E2,3.862618719E-1,1.424595448E1,8.943491613E0,-1.000000000E0
2.866122646E2,4.133743773E1,1.982109141E1,1.183791641E2,1.591948697E2,5.198233293E-1,1.868406368E2,3.879597661E-1,1.424595454E1,8.490566016E0,-1.000000000E0
2.876122665E2,4.133744834E1,1.982110603E1,1.183056271E2,1.591214570E2,1.988561556E-1,1.518705998E2,3.897365985E-1,1.424595459E1,7.832267928E0,-1.000000000E0
2.886122698E2,4.133746357E1,1.982111246E1,1.182825902E2,1.590985185E2,2.514780880E-1,1.301918296E2,3.904425713E-1,1.424595460E1,6.626250319E0,-1.000000000E0
2.896122718E2,4.133746975E1,1.982111052E1,1.182196222E2,1.590355654E2,9.130377041E-2,1.301918285E2,3.917493140E-1,1.424595459E1,5.516575211E0,-1.000000000E0
2.906122749E2,4.133746374E1,1.982112397E1,1.183438055E2,1.591597978E2,3.318227268E-1,1.164141843E2,3.923430018E-1,1.424595460E1,6.245118567E0,-1.000000000E0
2.916122773E2,4.133745916E1,1.982112761E1,1.183978798E2,1.592138732E2,3.345667352E-1,1.164141864E2,3.932716067E-1,1.424595460E1,5.600277833E0,-1.000000000E0
2.926122814E2,4.133746151E1,1.982113828E1,1.181736281E2,1.589896899E2,4.763709663E-1,1.164141941E2,3.936465771E-1,1.424595460E1,5.420381940E0,-1.000000000E0
2.936122843E2,4.133745831E1,1.982113684E1,1.184273674E2,1.592434080E2,3.467943003E-1,1.164141927E2,3.951513752E-1,1.424595459E1,4.070352793E0,-1.000000000E0
2.946122884E2,4.133745882E1,1.982115485E1,1.185729134E2,1.593890552E2,6.359217437E-1,1.164142053E2,3.955796958E-1,1.424595459E1,3.127607593E0,-1.000000000E0
2.956122917E2,4.133746202E1,1.982115771E1,1.186297750E2,1.594459458E2,0.000000000E0,1.164142077E2,3.955796958E-1,1.424595459E1,3.000000000E0,-1.000000000E0
2.966122965E2,4.133746202E1,1.982115771E1,1.186297750E2,1.594459458E2,0.000000000E0,1.164142077E2,3.961327048E-1,1.424595459E1,3.486099702E0,-1.000000000E0
2.976122996E2,4.133746466E1,1.982115210E1,1.184529269E2,1.592690778E2,4.439005294E-2,1.164142040E2,3.963237692E-1,1.424595459E1,3.855399842E0,-1.000000000E0
2.986123039E2,4.133746638E1,1.982115209E1,1.186626090E2,1.594787669E2,1.297084753E-1,1.164142042E2,3.967858946E-1,1.424595459E1,3.415710623E0,-1.000000000E0
2.996123078E2,4.133746889E1,1.982114768E1,1.187088979E2,1.595250419E2,0.000000000E0,1.164142013E2,3.969910239E-1,1.424595459E1,3.471389223E0,-1.000000000E0
3.006123128E2,4.133746848E1,1.982115008E1,1.186711667E2,1.594873223E2,7.829687606E-2,1.164142030E2,3.971331495E-1,1.424595459E1,3.179679037E0,-1.000000000E0
3.016123168E2,4.133746722E1,1.982115035E1,1.187178260E2,1.595339779E2,0.000000000E0,1.164142030E2,3.971331495E-1,1.424595459E1,3.167461130E0,-1.000000000E0
3.026123221E2,4.133746722E1,1.982115035E1,1.187178260E2,1.595339779E2,0.000000000E0,1.164142030E2,"",1.424595459E1,3.198872627E0,-1.000000000E0
