"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.578607280E2,4.133758330E1,1.982142717E1,1.210060771E2,1.618242320E2,1.641120038E-1,NaN,3.815964925E-1,6.494799672E0,7.235604750E0,-1.000000000E0
1.588607421E2,4.133758340E1,1.982142665E1,1.210915946E2,1.619097471E2,9.343677903E-2,NaN,3.818383115E-1,6.494807371E0,7.289514315E0,-1.000000000E0
1.598607568E2,4.133758550E1,1.982142589E1,1.210764614E2,1.618946184E2,1.382679123E-1,NaN,3.820051836E-1,6.494815093E0,7.335413060E0,-1.000000000E0
1.608607702E2,4.133758479E1,1.982142413E1,1.210189348E2,1.618370792E2,1.470935907E-1,NaN,3.820818331E-1,6.494822790E0,7.335183442E0,-1.000000000E0
1.618607846E2,4.133758415E1,1.982142380E1,1.209171777E2,1.617353176E2,7.653801729E-2,NaN,3.822746711E-1,6.494830501E0,7.284337579E0,-1.000000000E0
1.628607996E2,4.133758459E1,1.982142156E1,1.207239926E2,1.615421220E2,7.000049651E-1,NaN,3.824624528E-1,6.494838262E0,6.250398230E0,-1.000000000E0
1.638608134E2,4.133758473E1,1.982141932E1,1.204583741E2,1.612764918E2,3.600696729E-1,NaN,3.835263884E-1,6.494846052E0,5.955346749E0,-1.000000000E0
1.648608272E2,4.133757878E1,1.982142930E1,1.202199103E2,1.610380582E2,1.761023509E-1,NaN,3.837291595E-1,6.314720858E0,6.404424838E0,-1.000000000E0
1.658608414E2,4.133757728E1,1.982143068E1,1.201705679E2,1.609887172E2,1.594776749E-1,NaN,3.838335216E-1,6.314728842E0,6.269956572E0,-1.000000000E0
1.668608555E2,4.133757670E1,1.982142970E1,1.199363065E2,1.607544480E2,1.533416340E-1,NaN,3.839765658E-1,6.314736777E0,6.194391750E0,-1.000000000E0
1.678608694E2,4.133757548E1,1.982142914E1,1.197517896E2,1.605699230E2,2.208261326E-1,NaN,3.840946005E-1,6.314744854E0,6.016072514E0,-1.000000000E0
1.688608832E2,4.133757445E1,1.982142949E1,1.199632849E2,1.607814159E2,1.176246258E-1,NaN,3.845973718E-1,6.314752890E0,5.929421837E0,-1.000000000E0
1.698608975E2,4.133757306E1,1.982143522E1,1.207779476E2,1.615961044E2,1.654050254E-1,NaN,3.846406792E-1,6.314760951E0,6.043978826E0,-1.000000000E0
1.708609108E2,4.133757302E1,1.982143470E1,1.209045220E2,1.617226758E2,7.990439015E-2,NaN,3.848197692E-1,6.314769024E0,6.024788331E0,-1.000000000E0
1.718609251E2,4.133757214E1,1.982143650E1,1.209313015E2,1.617494616E2,1.651502560E-1,NaN,3.851836249E-1,6.314776965E0,6.285629924E0,-1.000000000E0
1.728609388E2,4.133757537E1,1.982143578E1,1.213746810E2,1.621928505E2,6.530669337E-2,NaN,3.854831398E-1,6.314784912E0,6.604108852E0,-1.000000000E0
1.738609520E2,4.133757802E1,1.982143517E1,1.218780692E2,1.626962463E2,1.418175062E-1,NaN,3.855884364E-1,6.314792989E0,6.828440080E0,-1.000000000E0
1.748609660E2,4.133757708E1,1.982143498E1,1.218388833E2,1.626570554E2,8.820629641E-2,NaN,3.856623913E-1,6.314800980E0,6.878468180E0,-1.000000000E0
1.758609798E2,4.133757754E1,1.982143434E1,1.218438070E2,1.626619776E2,1.401386218E-1,NaN,3.857680805E-1,6.314808980E0,7.077690299E0,-1.000000000E0
1.768609923E2,4.133757661E1,1.982143460E1,1.217693984E2,1.625875665E2,7.031815783E-2,NaN,3.857751003E-1,6.314816987E0,7.127204314E0,-1.000000000E0
1.778610071E2,4.133757667E1,1.982143463E1,1.219814006E2,1.627995691E2,1.082996772E-1,NaN,3.858757027E-1,6.314824981E0,7.216648066E0,-1.000000000E0
1.788610202E2,4.133757598E1,1.982143540E1,1.219751383E2,1.627933082E2,7.113583777E-2,NaN,3.861547389E-1,6.314833021E0,7.216534103E0,-1.000000000E0
1.798610334E2,4.133757766E1,1.982143788E1,1.224439827E2,1.632621732E2,2.619372197E-1,NaN,3.864197147E-1,6.314841077E0,7.395727362E0,-1.000000000E0
1.808610464E2,4.133757998E1,1.982143714E1,1.225344807E2,1.633526767E2,1.741460099E-1,NaN,3.865058528E-1,6.314849083E0,7.522660254E0,-1.000000000E0
1.818610601E2,4.133757956E1,1.982143627E1,1.223187344E2,1.631369239E2,9.070353631E-2,NaN,3.867578510E-1,6.314857194E0,7.449169530E0,-1.000000000E0
1.828610737E2,4.133758182E1,1.982143615E1,1.224446721E2,1.632628703E2,1.868246216E-1,NaN,3.868607704E-1,6.314865141E0,7.534524660E0,-1.000000000E0
1.838610874E2,4.133758102E1,1.982143552E1,1.223219296E2,1.631401210E2,1.161839745E-1,NaN,3.869096643E-1,6.314873192E0,7.528619944E0,-1.000000000E0
1.848611006E2,4.133758133E1,1.982143511E1,1.223518080E2,1.631699985E2,8.236053632E-2,NaN,3.869454577E-1,6.314881247E0,7.567952479E0,-1.000000000E0
1.858611141E2,4.133758154E1,1.982143478E1,1.221772816E2,1.629954710E2,3.069934433E-2,NaN,3.870294172E-1,6.314889288E0,7.548520837E0,-1.000000000E0
1.868611284E2,4.133758213E1,1.982143416E1,1.222179681E2,1.630361566E2,2.228912930E-2,NaN,3.875727807E-1,6.314897392E0,7.553441482E0,-1.000000000E0
1.878611411E2,4.133757964E1,1.982142856E1,1.219410177E2,1.627591652E2,1.306410514E0,2.444574519E2,3.880358454E-1,6.314905461E0,7.015536725E0,-1.000000000E0
1.888611544E2,4.133758104E1,1.982143378E1,1.219465345E2,1.627647165E2,2.125913502E-1,NaN,3.881448821E-1,6.522545704E0,7.155919846E0,-1.000000000E0
1.898611672E2,4.133758024E1,1.982143304E1,1.217374135E2,1.625555880E2,8.814983921E-2,NaN,3.881934525E-1,6.522553321E0,7.136302020E0,-1.000000000E0
1.908611803E2,4.133758001E1,1.982143254E1,1.215036039E2,1.623217747E2,1.121562111E-1,NaN,3.883778173E-1,6.522561002E0,7.260691914E0,-1.000000000E0
1.918611937E2,4.133758029E1,1.982143472E1,1.218049491E2,1.626231331E2,1.259681534E-1,NaN,3.886666798E-1,6.522568811E0,7.429486469E0,-1.000000000E0
1.928612078E2,4.133757772E1,1.982143421E1,1.219970049E2,1.628151755E2,6.836586386E-1,1.885160229E2,3.891278687E-1,6.522576409E0,7.369058768E0,-1.000000000E0
1.938612217E2,4.133758018E1,1.982143866E1,1.223805939E2,1.631987992E2,2.562706973E-1,NaN,3.892811154E-1,6.650133398E0,7.446831472E0,-1.000000000E0
1.948612342E2,4.133758055E1,1.982143689E1,1.219762498E2,1.627944468E2,4.010941332E-1,NaN,3.900865977E-1,6.650141019E0,7.410601615E0,-1.000000000E0
1.958612474E2,4.133758443E1,1.982144504E1,1.212221762E2,1.620404342E2,2.769507982E0,5.653571773E1,3.905132698E-1,6.650148425E0,6.983885884E0,-1.000000000E0
1.968612605E2,4.133758513E1,1.982145007E1,1.215433536E2,1.623616420E2,1.052256827E-1,NaN,3.906291253E-1,6.501707597E0,7.223559083E0,-1.000000000E0
1.978612745E2,4.133758527E1,1.982145144E1,1.214608392E2,1.622791358E2,7.068605496E-2,NaN,3.907743398E-1,6.501715350E0,6.711662643E0,-1.000000000E0
1.988612875E2,4.133758549E1,1.982145316E1,1.214428102E2,1.622611172E2,1.040753130E-1,NaN,3.909857122E-1,6.501723123E0,6.228035958E0,-1.000000000E0
1.998613007E2,4.133758733E1,1.982145379E1,1.212468288E2,1.620651469E2,3.969645792E-1,NaN,3.911424264E-1,6.501730821E0,5.625430914E0,-1.000000000E0
2.008613145E2,4.133758820E1,1.982145232E1,1.207132470E2,1.615315606E2,5.208518137E-1,NaN,3.913115113E-1,6.501738444E0,5.223172212E0,-1.000000000E0
2.018613266E2,4.133758707E1,1.982145368E1,1.202987130E2,1.611170294E2,3.438720976E-1,NaN,3.913531957E-1,6.501746110E0,5.622271705E0,-1.000000000E0
2.028613409E2,4.133758692E1,1.982145414E1,1.199380517E2,1.607563700E2,2.792900541E-1,NaN,3.916335743E-1,6.501753916E0,5.732147379E0,-1.000000000E0
2.038613533E2,4.133758918E1,1.982145263E1,1.195317817E2,1.603501010E2,3.046808218E-1,NaN,3.918000482E-1,6.501761664E0,6.149211887E0,-1.000000000E0
2.048613672E2,4.133758773E1,1.982145213E1,1.191376745E2,1.599559851E2,3.573729566E-1,NaN,3.918767191E-1,6.501769367E0,5.730026753E0,-1.000000000E0
2.058613797E2,4.133758832E1,1.982145259E1,1.189533583E2,1.597716739E2,3.264766375E-1,NaN,3.923631680E-1,6.501776972E0,5.213474673E0,-1.000000000E0
2.068613931E2,4.133758768E1,1.982145836E1,1.195362792E2,1.603546238E2,1.221174398E0,5.550491490E1,3.931276385E-1,6.501784704E0,5.897152380E0,-1.000000000E0
2.078614067E2,4.133758279E1,1.982145192E1,1.200079778E2,1.608262667E2,1.240091158E-1,NaN,3.933969590E-1,6.583498330E0,6.068970843E0,-1.000000000E0
2.088614191E2,4.133758047E1,1.982145100E1,1.202898349E2,1.611081092E2,1.823204097E-1,NaN,3.935903997E-1,6.583505862E0,6.491559541E0,-1.000000000E0
2.098614334E2,4.133757883E1,1.982145176E1,1.205118956E2,1.613301673E2,1.468286705E-1,NaN,3.937992361E-1,6.583513423E0,6.613151672E0,-1.000000000E0
2.108614464E2,4.133757996E1,1.982144977E1,1.209154957E2,1.617337611E2,1.971507984E-1,NaN,3.939340469E-1,6.583520994E0,6.911030546E0,-1.000000000E0
2.118614595E2,4.133757875E1,1.982144992E1,1.210184135E2,1.618366748E2,1.408842426E-1,NaN,3.940607710E-1,6.583528568E0,6.996678854E0,-1.000000000E0
2.128614730E2,4.133757929E1,1.982144858E1,1.208214470E2,1.616397031E2,1.935197809E-1,NaN,3.941015001E-1,6.583536118E0,6.960258493E0,-1.000000000E0
2.138614863E2,4.133757920E1,1.982144811E1,1.209877351E2,1.618059883E2,1.228910446E-1,NaN,3.942902584E-1,6.583543685E0,7.143730234E0,-1.000000000E0
2.148614998E2,4.133757782E1,1.982144679E1,1.209918678E2,1.618101080E2,3.616486179E-1,NaN,3.945165698E-1,6.583551385E0,7.109825300E0,-1.000000000E0
2.158615122E2,4.133757895E1,1.982144904E1,1.209664180E2,1.617846752E2,5.958470809E-1,NaN,3.947166056E-1,6.583558899E0,7.139769425E0,-1.000000000E0
2.168615249E2,4.133757737E1,1.982144790E1,1.209672069E2,1.617854513E2,5.849954191E-1,NaN,3.947816724E-1,6.583566451E0,7.118417697E0,-1.000000000E0
2.178615386E2,4.133757697E1,1.982144733E1,1.208592114E2,1.616774511E2,1.998862585E-1,NaN,3.948980640E-1,6.583574058E0,7.107171512E0,-1.000000000E0
2.188615513E2,4.133757596E1,1.982144700E1,1.208800637E2,1.616982973E2,2.728808341E-1,NaN,3.950436089E-1,6.583581622E0,7.103531340E0,-1.000000000E0
2.198615652E2,4.133757688E1,1.982144823E1,1.209261869E2,1.617444311E2,1.622625862E-1,NaN,3.952414131E-1,6.583589184E0,7.154204182E0,-1.000000000E0
2.208615776E2,4.133757633E1,1.982145048E1,1.213670832E2,1.621853376E2,8.943636033E-2,NaN,3.954476108E-1,6.583596699E0,7.236818046E0,-1.000000000E0
2.218615918E2,4.133757745E1,1.982145245E1,1.217586212E2,1.625768910E2,1.548140386E-1,NaN,3.957084493E-1,6.583604306E0,7.369162550E0,-1.000000000E0
2.228616039E2,4.133757641E1,1.982145524E1,1.220509354E2,1.628692162E2,1.455621367E-1,NaN,3.959983739E-1,6.583611870E0,7.282491629E0,-1.000000000E0
2.238616172E2,4.133757898E1,1.982145584E1,1.218117472E2,1.626300419E2,8.136940919E-1,3.457843613E1,3.960743553E-1,6.583619454E0,7.409660674E0,-1.000000000E0
2.248616307E2,4.133757830E1,1.982145568E1,1.214626841E2,1.622809752E2,1.064733463E0,4.953638185E1,3.966336680E-1,6.709276742E0,6.120268432E0,-1.000000000E0
2.258616433E2,4.133757659E1,1.982144938E1,1.209957023E2,1.618139516E2,4.733334037E-1,NaN,3.974636436E-1,6.818002674E0,4.992240710E0,-1.000000000E0
2.268616564E2,4.133757949E1,1.982144022E1,1.200969034E2,1.609151144E2,1.495008305E0,3.238631220E2,3.980842138E-1,6.818010037E0,5.433537844E0,-1.000000000E0
2.278616706E2,4.133757391E1,1.982143997E1,1.199464856E2,1.607646721E2,4.273240817E-1,NaN,3.995287223E-1,7.003352633E0,5.902134564E0,-1.000000000E0
2.288616830E2,4.133757277E1,1.982145721E1,1.201953956E2,1.610136722E2,1.956962200E-1,NaN,3.998771710E-1,6.870273661E0,6.266003056E0,-1.000000000E0
2.298616960E2,4.133757397E1,1.982146106E1,1.204628120E2,1.612811147E2,2.202356133E-1,NaN,4.001542676E-1,6.870281055E0,6.098712682E0,-1.000000000E0
2.308617100E2,4.133757543E1,1.982146375E1,1.203694059E2,1.611877295E2,2.274123446E-1,NaN,4.005456671E-1,6.870288228E0,6.168563200E0,-1.000000000E0
2.318617232E2,4.133757532E1,1.982146844E1,1.205262623E2,1.613446112E2,2.792892951E-1,NaN,4.008323398E-1,6.870295548E0,6.358564236E0,-1.000000000E0
2.328617362E2,4.133757602E1,1.982147174E1,1.204658352E2,1.612842052E2,1.722997579E-1,NaN,4.011546497E-1,6.870302712E0,6.555615938E0,-1.000000000E0
2.338617487E2,4.133757629E1,1.982147559E1,1.205217382E2,1.613401305E2,1.549463382E-1,NaN,4.013081314E-1,6.870309981E0,6.697900308E0,-1.000000000E0
2.348617622E2,4.133757569E1,1.982147724E1,1.203446684E2,1.611630672E2,1.252566024E-1,NaN,4.014619387E-1,6.870317250E0,6.612143291E0,-1.000000000E0
2.358617755E2,4.133757431E1,1.982147712E1,1.207696760E2,1.615880685E2,1.673814833E-1,NaN,4.018430891E-1,6.870324464E0,6.610974989E0,-1.000000000E0
2.368617887E2,4.133757122E1,1.982147911E1,1.214507178E2,1.622691084E2,1.022097465E-1,NaN,4.020843485E-1,6.870331732E0,7.059859717E0,-1.000000000E0
2.378618020E2,4.133756956E1,1.982147725E1,1.216394203E2,1.624577939E2,1.129195688E-1,NaN,4.025069873E-1,6.870339010E0,7.062765541E0,-1.000000000E0
2.388618145E2,4.133756894E1,1.982148225E1,1.218584470E2,1.626768455E2,2.172471554E-1,NaN,4.026783724E-1,6.870346280E0,7.127514257E0,-1.000000000E0
2.398618288E2,4.133756881E1,1.982148020E1,1.217839689E2,1.626023556E2,2.102672133E-1,NaN,4.027949260E-1,6.870353478E0,7.201263220E0,-1.000000000E0
2.408618411E2,4.133756781E1,1.982147979E1,1.220564766E2,1.628748569E2,1.302609168E-1,NaN,4.029724073E-1,6.870360657E0,7.256682983E0,-1.000000000E0
2.418618541E2,4.133756734E1,1.982147776E1,1.221121967E2,1.629305639E2,4.108847404E-2,NaN,4.032016515E-1,6.870367849E0,7.360803007E0,-1.000000000E0
2.428618672E2,4.133756694E1,1.982147507E1,1.219730832E2,1.627914339E2,7.770934711E-2,NaN,4.033751515E-1,6.870375044E0,7.356889738E0,-1.000000000E0
2.438618804E2,4.133756824E1,1.982147392E1,1.218324175E2,1.626507672E2,2.266511082E-1,NaN,4.034386807E-1,6.870382201E0,7.461314360E0,-1.000000000E0
2.448618939E2,4.133756820E1,1.982147468E1,1.221050517E2,1.629234054E2,5.444291542E-2,NaN,4.035505631E-1,6.870389459E0,7.538335986E0,-1.000000000E0
2.458619076E2,4.133756749E1,1.982147373E1,1.220760477E2,1.628943934E2,7.792434263E-2,NaN,4.037313877E-1,6.870396695E0,7.426396265E0,-1.000000000E0
2.468619193E2,4.133756754E1,1.982147590E1,1.224421193E2,1.632604770E2,1.265073277E-1,NaN,4.038987076E-1,6.870403932E0,7.368127747E0,-1.000000000E0
2.478619326E2,4.133756719E1,1.982147395E1,1.222614470E2,1.630797925E2,2.889478672E-1,NaN,4.040915393E-1,6.870411237E0,7.263067982E0,-1.000000000E0
2.488619459E2,4.133756674E1,1.982147618E1,1.224918403E2,1.633101963E2,1.233514054E-1,NaN,4.041730243E-1,6.870418482E0,7.308315635E0,-1.000000000E0
2.498619592E2,4.133756692E1,1.982147524E1,1.223678195E2,1.631861711E2,3.607852950E-2,NaN,4.043043376E-1,6.870425798E0,7.341029963E0,-1.000000000E0
2.508619720E2,4.133756688E1,1.982147681E1,1.226787429E2,1.634971029E2,1.941826153E-1,NaN,4.043444089E-1,6.870433003E0,7.456682570E0,-1.000000000E0
2.518619859E2,4.133756722E1,1.982147663E1,1.225310331E2,1.633493935E2,1.397739750E-1,NaN,4.044610805E-1,6.870440168E0,7.589479483E0,-1.000000000E0
2.528619993E2,4.133756690E1,1.982147530E1,1.222986903E2,1.631170420E2,4.768475329E-2,NaN,4.046411721E-1,6.870447518E0,7.628774839E0,-1.000000000E0
2.538620121E2,4.133756669E1,1.982147316E1,1.221017524E2,1.629200916E2,1.989987083E-1,NaN,4.047507437E-1,6.870454717E0,7.665868704E0,-1.000000000E0
2.548620256E2,4.133756659E1,1.982147185E1,1.219000055E2,1.627183370E2,1.288259213E-1,NaN,4.049299947E-1,6.870461990E0,7.764007742E0,-1.000000000E0
2.558620387E2,4.133756760E1,1.982147352E1,1.222203001E2,1.630386451E2,2.480698193E-2,NaN,4.052618346E-1,6.870469288E0,7.817888410E0,-1.000000000E0
2.568620517E2,4.133756777E1,1.982147749E1,1.227335681E2,1.635519355E2,1.201978012E-1,NaN,4.053473509E-1,6.870476480E0,7.810174337E0,-1.000000000E0
2.578620647E2,4.133756700E1,1.982147749E1,1.225271077E2,1.633454719E2,2.047269125E-2,NaN,4.053881845E-1,6.870483771E0,7.689360847E0,-1.000000000E0
2.588620775E2,4.133756705E1,1.982147797E1,1.225701958E2,1.633885629E2,3.044648678E-2,NaN,4.054898750E-1,6.870490918E0,7.697481526E0,-1.000000000E0
2.598620906E2,4.133756767E1,1.982147887E1,1.229382953E2,1.637566699E2,1.277621174E-1,NaN,4.077819558E-1,6.870498104E0,7.757560635E0,-1.000000000E0
2.608621039E2,4.133758679E1,1.982148911E1,1.207933330E2,1.616118432E2,8.074295019E-2,NaN,4.078423456E-1,6.464649634E0,3.000000000E1,-1.000000000E0
2.618612651E2,4.133758693E1,1.982148981E1,1.225801047E2,1.633986193E2,3.225031859E-1,NaN,4.079370595E-1,6.464657225E0,7.576481488E0,-1.000000000E0
2.628612615E2,4.133758713E1,1.982148871E1,1.223871438E2,1.632056531E2,1.626670263E-1,NaN,4.080320822E-1,6.464665093E0,7.609206085E0,-1.000000000E0
2.638612689E2,4.133758702E1,1.982148984E1,1.224697644E2,1.632882794E2,1.005605393E-1,NaN,4.081584897E-1,6.464672802E0,7.629465287E0,-1.000000000E0
2.648612634E2,4.133758683E1,1.982148834E1,1.221535140E2,1.629720200E2,1.684549403E-1,NaN,4.272439563E-1,6.464680603E0,7.562216988E0,-1.000000000E0
2.658612496E2,4.133756466E1,1.982126166E1,1.222014234E2,1.630185908E2,1.049796646E-1,NaN,4.274289163E-1,1.424595459E1,7.486680830E0,-1.000000000E0
2.668612500E2,4.133756375E1,1.982125981E1,1.222764376E2,1.630935910E2,1.355610244E-1,NaN,4.275745640E-1,1.424595459E1,7.662715018E0,-1.000000000E0
2.678612412E2,4.133756246E1,1.982125954E1,1.223525156E2,1.631696622E2,1.947516513E-1,NaN,4.279856504E-1,1.424595459E1,7.495983506E0,-1.000000000E0
2.688612233E2,4.133756613E1,1.982126003E1,1.225799719E2,1.633971364E2,2.063733164E-1,NaN,4.284269158E-1,1.424595459E1,7.445153488E0,-1.000000000E0
2.698612200E2,4.133756865E1,1.982125594E1,1.222755368E2,1.630926893E2,1.372466499E-1,NaN,4.285151487E-1,1.424595459E1,7.360327010E0,-1.000000000E0
2.708612053E2,4.133756798E1,1.982125538E1,1.221389622E2,1.629561088E2,9.571078306E-2,NaN,4.288387208E-1,1.424595459E1,7.302050883E0,-1.000000000E0
2.718611870E2,4.133757033E1,1.982125310E1,1.218808859E2,1.626980296E2,3.465907318E-1,NaN,4.293385367E-1,1.424595459E1,7.238293588E0,-1.000000000E0
2.728611822E2,4.133756760E1,1.982124834E1,1.218145888E2,1.626316951E2,4.418629999E-1,NaN,4.297848053E-1,1.424595459E1,7.161316992E0,-1.000000000E0
2.738611671E2,4.133756847E1,1.982125356E1,1.218238007E2,1.626409393E2,3.874461429E-2,NaN,4.301505554E-1,1.424595459E1,7.244103604E0,-1.000000000E0
2.748611503E2,4.133756569E1,1.982125121E1,1.216826508E2,1.624997649E2,8.005788281E-2,NaN,4.319046098E-1,1.424595459E1,7.253690129E0,-1.000000000E0
2.758611460E2,4.133757833E1,1.982126379E1,1.222792964E2,1.630965321E2,1.085491199E-1,NaN,4.322472885E-1,1.424595459E1,7.408016216E0,-1.000000000E0
2.768611418E2,4.133757572E1,1.982126160E1,1.221676686E2,1.629848815E2,3.031786946E-2,NaN,4.515452533E-1,1.424595459E1,7.356686990E0,-1.000000000E0
2.778611395E2,4.133759275E1,1.982149163E1,1.230547663E2,1.638733149E2,2.606819178E-1,NaN,4.516924002E-1,6.464781629E0,7.552854522E0,-1.000000000E0
2.788611368E2,4.133759143E1,1.982149139E1,1.229000821E2,1.637186240E2,9.530978206E-2,NaN,4.518684404E-1,6.464789438E0,7.543935000E0,-1.000000000E0
2.798611367E2,4.133759022E1,1.982149005E1,1.224010356E2,1.632195650E2,7.984609398E-2,NaN,4.520104306E-1,6.464797108E0,7.540070213E0,-1.000000000E0
2.808611361E2,4.133758969E1,1.982148849E1,1.223233915E2,1.631419102E2,1.193698219E-1,NaN,4.522368257E-1,6.464804903E0,7.474297997E0,-1.000000000E0
2.818611366E2,4.133759042E1,1.982148596E1,1.221809813E2,1.629994891E2,1.852016918E-1,NaN,4.524081085E-1,6.464812764E0,7.455366370E0,-1.000000000E0
2.828611362E2,4.133759042E1,1.982148391E1,1.220180556E2,1.628365521E2,8.640809427E-2,NaN,4.524553042E-1,6.464820545E0,7.518936228E0,-1.000000000E0
2.838611381E2,4.133758999E1,1.982148390E1,1.221563811E2,1.629748758E2,9.833925453E-2,NaN,4.525643974E-1,6.464828414E0,7.570295942E0,-1.000000000E0
2.848611408E2,4.133759018E1,1.982148262E1,1.220557581E2,1.628742465E2,8.201356343E-2,NaN,4.526625942E-1,6.464836070E0,7.652693817E0,-1.000000000E0
2.858611443E2,4.133758957E1,1.982148177E1,1.219854339E2,1.628039151E2,1.113966453E-1,NaN,4.528485789E-1,6.464843950E0,7.655029937E0,-1.000000000E0
2.868611467E2,4.133759116E1,1.982148108E1,1.220441878E2,1.628626718E2,8.603164887E-2,NaN,4.529665839E-1,6.464851736E0,7.680090312E0,-1.000000000E0
2.878611516E2,4.133759087E1,1.982147972E1,1.219009567E2,1.627194320E2,7.508261754E-2,NaN,4.530315864E-1,6.464859453E0,7.630581249E0,-1.000000000E0
2.888611554E2,4.133759134E1,1.982148017E1,1.220151562E2,1.628336360E2,3.820045985E-2,NaN,4.531390908E-1,6.464867251E0,7.714031256E0,-1.000000000E0
2.898611609E2,4.133759076E1,1.982147915E1,1.217167329E2,1.625352047E2,1.167393673E-1,NaN,4.532484494E-1,6.464874990E0,7.599899684E0,-1.000000000E0
2.908611660E2,4.133758979E1,1.982147896E1,1.217125001E2,1.625309668E2,1.036868494E-1,NaN,4.533033244E-1,6.464882798E0,7.696794213E0,-1.000000000E0
2.918611717E2,4.133758930E1,1.982147889E1,1.217225804E2,1.625410446E2,8.861086558E-2,NaN,4.533897613E-1,6.464890567E0,7.739311723E0,-1.000000000E0
2.928611785E2,4.133758901E1,1.982147985E1,1.218447831E2,1.626632515E2,7.070628266E-2,NaN,4.542844289E-1,6.464898287E0,7.640670480E0,-1.000000000E0
2.938611846E2,4.133758227E1,1.982148572E1,1.220596555E2,1.628781283E2,4.281564342E-3,NaN,4.544968240E-1,6.321075051E0,7.581607585E0,-1.000000000E0
2.948611904E2,4.133758059E1,1.982148693E1,1.221149059E2,1.629333784E2,1.358610905E-2,NaN,4.548075333E-1,6.321082931E0,7.546365729E0,-1.000000000E0
2.958611976E2,4.133757828E1,1.982148901E1,1.222095542E2,1.630280285E2,1.409681952E-2,NaN,4.548695596E-1,6.321090986E0,7.551147302E0,-1.000000000E0
2.968612057E2,4.133757778E1,1.982148935E1,1.222063944E2,1.630248685E2,4.009725260E-2,NaN,4.549816251E-1,6.321099090E0,7.612834416E0,-1.000000000E0
2.978612131E2,4.133757714E1,1.982148831E1,1.220666584E2,1.628851242E2,1.122951295E-1,NaN,4.550466561E-1,6.321106997E0,7.582040111E0,-1.000000000E0
2.988612208E2,4.133757656E1,1.982148825E1,1.221082796E2,1.629267426E2,5.516819836E-2,NaN,4.551526291E-1,6.321115012E0,7.674406479E0,-1.000000000E0
2.998612283E2,4.133757662E1,1.982148952E1,1.222952629E2,1.631137331E2,1.162974964E-1,NaN,4.553057975E-1,6.321122917E0,7.768630955E0,-1.000000000E0
3.008612368E2,4.133757526E1,1.982148922E1,1.222083339E2,1.630267969E2,2.748041609E-1,NaN,4.554582098E-1,6.321130930E0,7.646907641E0,-1.000000000E0
3.018612450E2,4.133757415E1,1.982149030E1,1.222204101E2,1.630388744E2,7.699318576E-2,NaN,4.555395793E-1,6.321138853E0,7.708998327E0,-1.000000000E0
3.028612542E2,4.133757360E1,1.982148965E1,1.219904351E2,1.628088936E2,4.954973673E-2,NaN,4.555681921E-1,6.321146781E0,7.740176938E0,-1.000000000E0
3.038612629E2,4.133757383E1,1.982148981E1,1.219595262E2,1.627779865E2,4.693691152E-2,NaN,4.555951644E-1,6.321154862E0,7.631831526E0,-1.000000000E0
3.048612727E2,4.133757364E1,1.982149001E1,1.219406445E2,1.627591051E2,4.998982222E-2,NaN,4.556850119E-1,6.321162906E0,7.671646728E0,-1.000000000E0
3.058612815E2,4.133757416E1,1.982148919E1,1.219672962E2,1.627857545E2,1.055158581E-1,NaN,4.557235502E-1,6.321170959E0,7.762996051E0,-1.000000000E0
3.068612912E2,4.133757383E1,1.982148905E1,1.218592625E2,1.626777187E2,8.141580322E-2,NaN,4.558404887E-1,6.321179034E0,7.731006758E0,-1.000000000E0
3.078612999E2,4.133757488E1,1.982148904E1,1.218797355E2,1.626981959E2,4.505751935E-2,NaN,4.559207012E-1,6.321187014E0,7.721713430E0,-1.000000000E0
3.088613106E2,4.133757525E1,1.982148821E1,1.217907037E2,1.626091610E2,6.060266269E-2,NaN,4.559315868E-1,6.321195104E0,7.781537690E0,-1.000000000E0
3.098613198E2,4.133757534E1,1.982148823E1,1.218420521E2,1.626605100E2,5.481377729E-2,NaN,4.559724909E-1,6.321203048E0,7.774242001E0,-1.000000000E0
3.108613293E2,4.133757544E1,1.982148870E1,1.220564043E2,1.628748651E2,2.367491811E-2,NaN,4.560067560E-1,6.321210964E0,7.757091054E0,-1.000000000E0
3.118613397E2,4.133757537E1,1.982148830E1,1.220147447E2,1.628332030E2,2.117096536E-2,NaN,4.560722048E-1,6.321219042E0,7.727767729E0,-1.000000000E0
3.128613497E2,4.133757479E1,1.982148815E1,1.219838646E2,1.628023198E2,2.835878182E-2,NaN,4.561177159E-1,6.321226981E0,7.737524320E0,-1.000000000E0
3.138613597E2,4.133757442E1,1.982148838E1,1.220928779E2,1.629113328E2,1.598184138E-2,NaN,4.561285972E-1,6.321234908E0,7.650894390E0,-1.000000000E0
3.148613703E2,4.133757451E1,1.982148841E1,1.221992393E2,1.630176948E2,4.722007567E-2,NaN,4.562103365E-1,6.321242896E0,7.645576615E0,-1.000000000E0
3.158613805E2,4.133757500E1,1.982148915E1,1.223827301E2,1.632011916E2,8.842333600E-2,NaN,4.562970280E-1,6.321250832E0,7.575417263E0,-1.000000000E0
